Scan REF,E01-08-dd.gpr;E01-10-dd.gpr,E01-08-dd.gpr;E01-10-dd.gpr,E01-08-dd.gpr;E01-10-dd.gpr,htu_yap04mM_2_1.gpr;htu_yap04mM_add1.gpr,htu_yap04mM_2_1.gpr;htu_yap04mM_add1.gpr,htu_yap04mM_2_1.gpr;htu_yap04mM_add1.gpr,mena_wt.gpr;mena_wt22.gpr,mena_wt.gpr;mena_wt22.gpr,mena_wt.gpr;mena_wt22.gpr,htu_skn04mM_2.gpr;htu_skn04mM_add.gpr,htu_skn04mM_2.gpr;htu_skn04mM_add.gpr,htu_skn04mM_2.gpr;htu_skn04mM_add.gpr,mena_sy.gpr;mena_sy22.gpr,mena_sy.gpr;mena_sy22.gpr,mena_sy.gpr;mena_sy22.gpr,E01-07-WT.gpr;E01-09-WT.gpr,E01-07-WT.gpr;E01-09-WT.gpr,E01-07-WT.gpr;E01-09-WT.gpr
Reporter REF,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2
CAGL0G01056g,null,null,null,1.55355314,null,null,0.997747215,0.004469921,0.704276258,null,null,null,null,null,null,-1.633292285,null,null
CAGL0G01078g,-0.657310198,0.597151739,0.412986042,-0.100397728,0.064721386,0.641794759,-0.805985552,1.192804854,0.182579051,0.165475386,0.505830034,0.302346444,-1.143380426,0.916647365,0.143212238,0.134793574,0.4139418,0.894855258
CAGL0G01100g,-0.957016726,0.942407182,0.840261409,-0.007606494,null,null,0.826548202,null,null,-0.725039773,0.30275199,0.392719982,null,null,null,null,null,null
CAGL0G01122g,-0.123777578,0.235902394,0.193466474,-0.058537738,null,null,0.168336719,null,null,-0.288125387,null,null,null,null,null,-0.163256,1.153714201,1.714393757
CAGL0G01144g,-0.453364817,0.22945067,0.309477271,null,null,null,-0.238934637,0.418039717,0.464039881,-0.071084771,0.442918216,0.539287397,0.000112204,0.439247534,0.50600523,-0.392585641,0.499894411,0.315927839
CAGL0G01166g,0.300382777,0.505758958,0.256898678,-0.553481263,0.200288011,0.095942599,1.045432227,0.495495944,0.696197643,0.079969714,0.344102763,0.36023115,0.141110426,0.146576938,0.383855158,0.476974043,0.087591393,0.197629199
CAGL0G01188g,0.665764333,0.388044576,0.190984028,0.03516535,0.042188685,0.002944528,null,null,null,0.293624152,0.062774213,0.21575801,2.098555747,2.418105279,0.651247164,0.558242501,0.67426648,0.664619921
CAGL0G01210g,1.852786244,0.209052788,0.090368733,-0.348118933,0.023780357,0.014448262,0.586106997,0.323684683,0.722686698,-0.247972444,0.299861625,0.358351624,0.675545781,0.407992868,0.546859638,1.139825068,0.149503528,0.267305853
CAGL0G01232g,0.133006762,0.60083565,0.603915543,0.676229199,1.10898404,2.606718459,0.337363081,0.389933849,0.714692835,-0.299076001,0.275446855,0.372357082,0.268681918,0.729638095,1.033781204,null,null,null
CAGL0G01254g,1.529623324,0.214328686,0.213381253,-0.741223966,0.624211863,0.050532135,0.089331382,1.671628609,0.446651027,-0.442093792,0.197917996,0.095992053,-0.995550403,0.870892041,0.095769188,-0.174257923,0.88357155,0.203441148
CAGL0G01276g,-0.444371393,0.285615881,0.245629783,0.096521908,0.022317791,0.015362286,-0.440572591,null,null,null,null,null,null,null,null,0.530741137,0.987431253,0.072684007
CAGL0G01298g,-0.189936602,0.130590177,0.20451296,-0.226144201,0.150146231,0.12332678,1.267580909,null,null,null,null,null,null,null,null,null,null,null
CAGL0G01320g,-0.332668604,0.223067943,0.293778423,-0.265151347,null,null,1.263430183,1.122714869,0.229142703,null,null,null,0.971406019,0.264309187,0.561678337,null,null,null
CAGL0G01342g,0.597242925,0.448836379,0.476720989,-0.216850931,0.100952262,0.092474679,0.679852265,0.619921958,0.605912929,null,null,null,-0.29502648,1.02400707,1.354309691,null,null,null
CAGL0G01364g,-0.644257209,0.53124005,0.549252177,-0.139560177,0.646370661,0.199014628,-0.910207826,0.837787364,0.370133509,-0.357551884,0.276648245,0.209282146,-1.105443221,0.621727384,0.230448662,-0.230796169,0.781171554,0.144175778
CAGL0G01386g,-0.256062819,0.259895598,0.305203836,0.079537768,0.137495879,0.115386955,0.698299886,0.62147654,1.326965638,0.802949242,0.708604292,0.752230897,-0.250346411,0.039533989,1.281944684,null,null,null
CAGL0G01408g,-0.327164441,0.184394241,0.268658581,0.293657236,0.947093572,1.578199537,0.762800094,0.456870292,0.636744121,0.187852969,null,null,0.716883841,0.28333903,0.312571813,null,null,null
CAGL0G01430g,-0.369555332,0.289510266,0.360615486,0.081068629,0.347080769,0.323522619,0.007345592,0.728908895,0.191205508,-0.081388158,0.291218907,0.340717031,-0.966966539,0.566108032,0.26061444,0.18100903,0.698408587,0.125428324
CAGL0G01452g,-0.033538302,0.173608144,0.104222315,-0.411958891,0.428023635,1.256383262,-0.32583836,0.475721697,0.958469033,0.404773385,0.425694887,0.323740166,-0.259054683,0.429379259,0.357976358,0.42810603,0.18176705,0.666632406
CAGL0G01474g,-0.648731983,0.335444931,0.218831045,-0.843676941,0.417983344,0.293027842,0.373942862,0.03270806,0.665143862,0.503045071,null,null,0.542149417,null,null,-1.380894371,null,null
CAGL0G01496g,0.081068969,0.147248093,0.231092871,0.137010585,0.095439733,0.030335097,2.216458376,0.491659584,0.537815195,-0.153054255,0.451225115,0.504770484,0.086788347,0.977441461,0.794379228,0.169029113,0.201269235,0.871128879
CAGL0G01540g,0.134142107,0.272396998,0.085295954,0.229568077,0.114680692,0.101078315,0.222392421,null,null,0.772803442,0.326793504,0.066216766,0.259867127,null,null,2.207935994,0.196652344,0.120908583
CAGL0G01562g,-0.21188865,0.321430597,0.030320548,-0.389526173,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G01584g,-0.292571581,0.090763281,0.149033667,0.088979703,0.215514006,0.164436301,0.343590367,0.394882209,0.950708081,0.091178172,0.211958858,0.325262292,0.210629074,0.16368267,0.567844856,null,null,null
CAGL0G01606g,0.12085833,0.128122081,0.084565622,-0.515970702,null,null,0.422287238,null,null,0.176268917,0.15794253,0.05569456,-0.058456372,0.659348398,0.621610414,-0.144497036,0.338183096,0.81707258
CAGL0G01628g,6.13E-05,0.366261692,0.205156808,0.354604606,0.108177076,0.097001938,0.733814321,0.984884336,0.11018564,0.503085419,0.101081602,0.096792773,0.213749299,0.18610147,0.529180873,-0.176567727,0.00999885,0.829960245
CAGL0G01672g,1.038727407,0.203524634,0.172939549,-0.239758203,0.236777017,0.379735238,0.70494722,0.690302968,1.031103365,-0.318213019,0.058274637,0.117270191,0.159110468,0.482421756,0.664333464,1.081187464,0.344647797,0.360571347
CAGL0G01694g,0.595575832,0.134092071,0.226346567,-0.0917996,0.007462131,0.033975509,null,null,null,-1.023545831,0.336929887,0.418307825,0.294157508,0.5075092,0.628833332,0.270168872,null,null
CAGL0G01716g,-0.034292195,0.41601085,0.208291152,0.264306063,null,null,0.19730144,null,null,0.208108195,null,null,null,null,null,null,null,null
CAGL0G01738g,0.469519392,0.444130904,0.293199682,null,null,null,null,null,null,null,null,null,1.864077512,null,null,null,null,null
CAGL0G01760g,0.153378571,0.075904074,0.133162079,0.490265099,null,null,0.456483586,null,null,null,null,null,0.204378576,0.755874597,0.795637641,null,null,null
CAGL0G01782g,-0.199265981,0.292488347,0.33211504,0.672057843,0.155974461,0.876151522,-0.279826105,0.885932881,1.834651346,0.205414086,null,null,0.934161851,0.179332078,0.328834473,-0.481914337,0.162868702,0.628758071
CAGL0G01826g,-0.735038147,0.488422388,0.286901389,-0.069393208,0.114379723,0.042175588,-0.998163768,1.390264798,0.220062885,0.077530448,0.825997936,0.624698339,-0.910291324,1.159203824,0.24956354,0.099167402,0.320525452,0.856340959
CAGL0G01903g,0.633448913,0.128215862,0.189537601,null,null,null,null,null,null,null,null,null,1.518049167,null,null,null,null,null
CAGL0G01925g,1.243187475,0.37368654,0.227076485,0.121545809,0.260522986,0.656293693,0.44655105,null,null,0.207846032,0.397665796,0.464073017,null,null,null,-0.493619012,0.630202265,1.121794738
CAGL0G01947g,0.596985564,0.165466437,0.231744508,1.858726603,0.31630412,0.168840776,0.253628651,0.558454566,0.441269787,0.299215087,0.670596637,0.709069992,1.292523456,null,null,-0.038096823,2.670628969,4.316327144
CAGL0G01969g,-0.353089403,0.237607669,0.080283429,0.594608897,0.057214723,0.065090294,0.35554592,0.657514717,0.514506872,0.2015531,0.459371178,0.510990113,-0.230427066,0.043179121,1.279277444,-0.275623871,0.399828791,0.725495002
CAGL0G01991g,-1.258972263,0.094435461,0.183046844,0.986085253,null,null,-1.098200571,0.475520607,0.482220115,1.086751698,0.924276236,0.779699102,-0.662889974,0.436005199,0.906069993,-0.969402614,0.660026488,0.156941331
CAGL0G02035g,-0.257220984,0.108366994,0.06985291,0.054503054,0.075280564,0.076397102,-0.367601527,0.518941831,0.533428276,-0.088029765,0.635236392,0.405906973,-0.5251694,0.148912711,0.310709652,-0.10106624,0.864075052,0.086305608
CAGL0G02057g,-0.475094771,0.086999559,0.197257288,-0.246936621,0.116453506,0.102189667,null,null,null,0.055195986,0.326513203,0.368763035,null,null,null,-0.132343394,0.794195241,0.066990447
CAGL0G02079g,-0.548373201,0.459568633,0.300071721,-0.360234238,0.590116578,0.282656171,-1.005669221,1.218121476,0.105854568,0.205163001,0.400331296,0.173624703,-1.019646076,1.03750357,0.172873411,-0.188949637,0.485999976,0.335024193
CAGL0G02101g,0.998427758,0.2187085,0.219627308,-0.168850862,0.550179332,0.17515382,0.033242288,0.417010043,1.037855388,0.024737438,0.418916675,0.291519017,-0.209116913,0.264084582,0.537738949,1.786115344,0.371985208,0.331020951
CAGL0G02123g,-0.242777743,0.088277084,0.171714342,0.009203561,0.14774863,0.063045908,-0.033488628,0.421637256,0.588074483,0.573803696,0.271665899,0.002375324,-0.256480818,0.351040021,0.480806827,null,null,null
CAGL0G02145g,-0.177860934,0.20546943,0.23515632,0.7576517,null,null,1.162227909,null,null,0.39586649,null,null,0.884761666,0.488955008,0.261217995,null,null,null
CAGL0G02167g,-0.694426234,0.118697509,0.217285405,0.716102226,0.349460293,0.249248203,0.618070266,0.443399418,0.486351308,0.073223484,0.085301639,0.108210253,-0.260222327,0.190482468,1.337617849,0.305624698,1.383613392,0.391092402
CAGL0G02189g,-1.22516029,0.436265748,0.206210081,0.67608435,0.40375626,0.852368338,0.132980288,0.806527779,0.167186053,-0.028717437,1.03494314,0.63178594,-0.557862749,0.510887623,0.107731605,0.636465106,1.543303495,1.701158522
CAGL0G02211g,-0.419327944,0.223122476,0.290262847,0.228157352,0.066291428,0.012117543,-0.144887823,0.52011866,1.036577502,0.423321234,0.693416965,0.596627679,-0.480863181,0.66206709,1.470066148,-0.398895119,0.161446909,0.484201906
CAGL0G02233g,-0.21065089,0.057499897,0.180904171,-0.151896578,0.07752783,0.019139745,-0.158943637,0.47804114,1.050354475,null,null,null,0.621527765,0.446918399,0.507400963,null,null,null
CAGL0G02255g,0.27985634,0.511772436,0.380246809,-0.304078995,0.63542083,1.139086219,0.043214355,0.66715199,0.484218535,-0.925846009,0.685247875,0.706475411,0.634715536,null,null,0.282244828,0.338282648,0.460730512
CAGL0G02277g,0.790307726,0.093107197,0.080116608,-0.74708732,0.074675184,0.076018123,0.962919668,0.456870292,0.299386702,0.070041629,0.507078691,0.566918516,0.273315302,0.019018592,0.503523766,0.909169259,0.143515989,0.26055768
CAGL0G02299g,-0.247637301,null,null,0.235524738,0.276581441,0.202993029,0.148333441,0.361893437,0.741332373,0.387571711,null,null,0.748787149,0.806737996,0.69891099,-2.117743824,null,null
CAGL0G02321g,0.839670491,0.281998448,0.334696034,-0.309734813,0.0780637,0.019474651,0.567442402,null,null,0.599431157,0.972622064,0.728089938,1.048940723,0.313721846,0.507850309,-0.235674797,0.787381973,1.298124634
CAGL0G02343g,0.213423957,0.077131371,0.183294398,-0.637506722,0.407517176,0.286320811,0.928234445,0.325312618,0.66982259,0.381617534,null,null,1.611844674,1.489652331,1.034821433,null,null,null
CAGL0G02365g,0.135387608,0.223079692,0.260487341,0.27680917,0.29578293,0.215152403,0.075142858,null,null,null,null,null,0.622247938,null,null,0.756006372,1.197452048,1.712728142
CAGL0G02387g,-0.534344189,0.308062074,0.186096363,0.072334333,0.619332727,1.587998437,0.639728451,0.456870292,0.417949952,-0.31392494,null,null,0.190198041,0.109706605,0.727973553,null,null,null
CAGL0G02409g,-1.359291778,0.148660603,0.245822935,0.582033003,0.060436642,0.067106386,-1.072745183,0.427364886,0.479095463,0.924554352,0.473014534,0.521889483,-0.5832499,0.514639913,0.667840199,-0.880908091,0.272590122,0.554908184
CAGL0G02431g,-0.79170069,0.700701272,0.313652501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G02453g,-1.634865327,0.091496618,0.115275394,-0.034469656,0.218291721,0.516747471,0.23612159,0.961677662,0.236185616,-0.28894574,0.555140318,0.478329223,-0.885440587,0.716548683,0.100479991,-1.342948657,0.686531374,0.162736064
CAGL0G02475g,-0.364118218,0.426348861,0.218965166,-0.469577891,0.24431022,0.345178491,-0.782934174,1.356624726,0.294960822,0.021209961,0.841036288,0.683073912,-0.82670346,1.40629983,0.38459464,0.466268276,0.296510457,0.833626818
CAGL0G02497g,-0.228235906,0.318853604,0.376558979,0.023030086,0.005425659,0.032702476,0.166952044,0.371056292,0.60073705,-0.626759814,null,null,-0.124577347,0.225135348,0.503503661,-0.329867045,0.374983689,1.053596446
CAGL0G02519g,-0.028889277,0.322374594,0.391627003,0.514495042,0.256703224,0.887255712,null,null,null,2.757832971,null,null,0.820580275,0.026806493,0.327103398,null,null,null
CAGL0G02541g,-0.093401515,0.220071696,0.301421319,0.442914554,0.059402519,0.007812507,null,null,null,null,null,null,0.506074731,0.172843608,0.717294179,null,null,null
CAGL0G02563g,0.335336224,0.845576653,0.838071972,null,null,null,-0.063082623,0.981771795,1.630561027,null,null,null,0.690106891,1.810046564,1.736377354,-2.905478463,null,null
CAGL0G02585g,1.765341516,0.392449142,0.163379157,-0.418378764,0.020062385,0.016771809,1.419074006,0.80153183,0.18451199,-0.291926957,null,null,0.083052732,0.127702998,0.332464143,-1.491248066,null,null
CAGL0G02607g,0.695642855,0.135315429,0.216028835,0.495668864,0.369926326,1.264656235,null,null,null,-0.622270988,0.737462154,0.776062618,0.719779083,null,null,-0.571796361,null,null
CAGL0G02629g,-0.584768029,0.273420105,0.174610686,0.01259217,0.609697105,0.417429344,null,null,null,0.67437493,null,null,null,null,null,-0.744242968,0.42279213,1.166320833
CAGL0G02651g,0.156224667,0.047879454,0.157520894,-0.213399626,0.330758937,0.177956813,null,null,null,0.637694597,null,null,0.495769533,null,null,null,null,null
CAGL0G02673g,0.607586382,0.179274527,0.241456345,-1.094423105,0.37835058,0.250111552,0.803750489,0.543883484,0.536640797,-0.268572057,0.361585341,0.145765045,0.853933525,0.627330655,0.814873291,0.505080715,0.558002679,0.253680855
CAGL0G02695g,1.504356424,0.369210362,0.211928774,-1.017045927,0.020345698,0.042030083,null,null,null,0.13087138,0.470123496,0.519212142,0.680837582,null,null,1.441202589,null,null
CAGL0G02717g,0.68189073,0.329259467,0.036124966,-0.331478888,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G02739g,-1.251396095,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G02761g,-0.503333622,0.282843988,0.106532459,1.057376953,0.07934487,0.078941609,-0.288480247,0.660691061,1.456200578,0.53787328,0.176196342,0.056369356,0.160550707,0.790280206,1.075772759,0.208921085,0.26598881,0.537672189
CAGL0G02783g,-1.011956712,0.398515271,0.410534548,0.474510772,0.002178551,0.027949232,0.496163337,0.739676038,0.615464149,0.198651635,null,null,-0.750740973,null,null,0.432645699,0.365408406,0.615593788
CAGL0G02805g,-0.17388971,0.217025019,0.091264161,-0.221120764,null,null,0.562096236,0.543021319,0.409350141,null,null,null,0.059555594,0.016173282,0.613198528,0.54476031,null,null
CAGL0G02827g,-0.051477751,0.095896938,0.1759716,0.069084564,0.097700327,0.090437312,1.036646281,0.831029182,0.323885038,0.220960787,0.397244511,0.219650895,0.226202828,0.249912561,0.436114266,0.627865256,0.697853666,0.376678117
CAGL0G02849g,0.8809374,0.435583943,0.347881293,-0.970755492,0.105937557,0.095598469,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G02871g,-0.419105225,0.43133388,0.347202762,-0.324214257,null,null,null,null,null,-0.165130783,0.824596561,0.831738073,null,null,null,-0.074016649,0.094009988,0.656219942
CAGL0G02893g,0.02138102,0.233421639,0.271133415,-0.11027463,0.312830062,0.166651115,0.715662046,0.269728736,0.764274575,-0.064445145,0.271961876,0.026618736,-0.076098262,0.426664067,0.916829463,null,null,null
CAGL0G02915g,-0.463091653,0.220292484,0.275036686,-0.679153438,0.385450549,0.267419515,0.724942674,1.094973152,0.15757633,-0.354469284,0.397389008,0.372883943,-0.000313523,0.625943342,0.04418178,-0.620788119,0.935787015,1.322550992
CAGL0G02937g,null,null,null,0.384392182,null,null,null,null,null,0.099949431,0.187197971,0.050143058,null,null,null,-0.049528927,0.491384823,0.11261979
CAGL0G02959g,-0.253541901,0.272012422,0.092451343,0.294385717,0.029982531,0.010572314,null,null,null,-0.281830473,0.301769306,0.048140706,null,null,null,0.248296053,0.170443558,0.578719978
CAGL0G03003g,-1.299597314,0.120816219,0.184042459,0.984889789,0.137882432,0.056873667,-1.138224227,0.348246171,0.659264611,1.286193756,0.941024961,0.792974884,-0.513137615,0.520412965,0.585702075,-0.874027895,0.385730891,0.595536112
CAGL0G03025g,-0.141687018,0.287288645,0.326178397,0.065885535,0.08777627,0.084221198,null,null,null,-0.084677858,0.009073903,0.163467745,0.166571054,0.156578642,0.489553958,null,null,null
CAGL0G03047g,-0.199478412,0.170221158,0.222742657,null,null,null,null,null,null,null,null,null,null,null,null,-3.440333794,null,null
CAGL0G03069g,-0.27745254,0.33449629,0.281807058,0.195658625,0.214650461,0.163892213,0.751501687,null,null,null,null,null,0.037474705,null,null,null,null,null
CAGL0G03091g,-0.688667934,0.370968,0.413753411,-0.239706808,0.381118355,0.113548879,-0.824473196,0.831319114,0.27244304,-0.286086125,0.230504074,0.084495111,-1.148830086,0.630219222,0.128852284,-0.374841943,0.365328484,0.346506485
CAGL0G03113g,-0.512341529,0.110436798,0.160584677,0.333498673,0.20509494,0.15787358,-0.221742056,0.696097953,1.125338459,0.745553172,0.273834201,0.183453599,-0.395664289,0.118905521,1.368360919,-0.225494875,0.166225041,0.086807055
CAGL0G03135g,-0.020899464,0.120968708,0.157782277,0.692826739,0.603859583,1.040540579,null,null,null,1.43836169,null,null,null,null,null,null,null,null
CAGL0G03157g,-0.562107777,0.071780623,0.097380154,0.269741507,0.264251501,0.876940291,0.061688608,0.576050939,0.412678517,0.439953405,0.000181256,0.169927407,-0.492841231,0.251058001,0.26873577,0.097709556,0.182078976,0.681145202
CAGL0G03179g,-0.553721676,0.245119162,0.239803647,0.046022539,0.065085698,0.070015796,0.133775469,0.366569499,0.505366706,0.626950706,1.18203549,1.070529257,-0.189581298,0.376887004,0.424599714,-0.729751142,0.168768765,0.954579961
CAGL0G03223g,-0.242127858,0.546485937,0.478767924,0.805756229,0.775789376,1.731081848,0.235088896,0.230234018,0.56192235,0.039864461,null,null,0.711357168,0.722414485,0.513385521,null,null,null
CAGL0G03245g,0.761407773,0.237806728,0.304215076,-0.406123244,0.169186078,0.469992774,0.249552076,0.869086012,0.265167642,-0.311231566,0.242834608,0.385158564,-0.414765765,0.353467608,0.340254285,0.385408,0.426727302,0.927489212
CAGL0G03267g,-0.240743979,0.279187272,0.113002064,-0.173917762,0.086705361,0.083550537,-0.420022758,null,null,-0.315517264,0.146738503,0.074004266,-0.114430715,0.844114663,0.764437571,-0.33581979,0.394706114,0.765066363
CAGL0G03289g,2.059489036,0.059517107,0.163208114,null,null,null,1.455369593,null,null,0.723845266,0.590339941,0.528752973,null,null,null,null,null,null
CAGL0G03311g,-0.30140586,0.411072628,0.455740247,null,null,null,-1.357670306,1.114089089,0.083415583,null,null,null,-1.11607132,0.635052878,0.062956808,-0.569921977,0.033400625,0.061929935
CAGL0G03333g,-0.245729942,0.187645015,0.078473706,-0.118104806,0.32141406,0.231413242,0.710986528,null,null,0.239610101,0.220979904,0.01018132,-0.051530301,null,null,0.576385755,null,null
CAGL0G03355g,-0.480182757,0.182333868,0.271274308,0.422258423,null,null,-0.537344773,0.763868616,0.423911005,1.211667969,null,null,-0.469547965,0.401021927,0.469922125,-0.438810851,0.681351016,0.265538636
CAGL0G03377g,-0.15885618,0.307779581,0.367719472,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G03399g,0.02943692,0.114320518,0.137231226,-0.173128626,0.078637801,0.078498918,0.519677006,0.393399936,0.565965647,-0.07334615,null,null,0.197155582,0.820800839,0.803349626,0.146603058,0.016928092,0.835288753
CAGL0G03421g,-0.097491478,0.193269579,0.239686495,-0.266362272,0.167571407,0.134271285,null,null,null,-0.880701072,null,null,1.300252198,null,null,0.385649266,0.543534712,0.505016909
CAGL0G03443g,-1.553624057,0.369836455,0.42947315,0.567570516,0.02100394,0.258840503,-1.270886761,0.672128878,0.335882172,0.208289525,0.27646376,0.19341408,-1.410849261,0.2269773,0.267017775,-1.181258306,0.995113427,0.24263743
CAGL0G03465g,-0.564652882,0.059028042,0.113902803,0.168777131,0.961896921,1.29349936,-0.185145969,0.554713617,0.3668518,0.595289639,null,null,-0.151443105,0.403341335,0.444775727,-0.016218569,0.354245312,0.778822009
CAGL0G03487g,-0.696781688,0.276194057,0.342482395,1.008689869,0.432823831,1.099080687,0.609803564,0.347227833,0.631359798,1.087242341,1.6391829,1.51584105,0.357743587,0.37173401,0.931974592,0.773870967,1.091082586,0.252692223
CAGL0G03509g,-0.137153118,0.276095474,0.347634115,0.30297576,0.16602186,0.133297652,0.079002935,0.521863764,0.777400165,-0.104374259,0.149804885,0.061572928,0.48826591,0.699934778,0.581216142,-1.110232955,null,null
CAGL0G03531g,-0.646276393,0.26805559,0.339435179,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G03553g,0.326003193,0.204956406,0.178959192,0.433651801,0.066081182,0.070638822,0.730784808,0.19082548,0.698845887,1.477761681,0.426152017,0.138112603,1.440700569,null,null,null,null,null
CAGL0G03575g,-0.674581761,0.242684881,0.184750434,-0.354841651,0.501235719,0.188755592,-0.807259524,1.204870146,0.147310224,0.538119742,0.757521606,0.42027495,-0.994210341,1.207215485,0.288767497,0.426206076,0.097135705,0.661214866
CAGL0G03597g,-0.525199363,0.084369303,0.172740371,0.92105363,1.30076814,1.786969832,0.344794536,0.497452439,0.412748534,2.756695578,0.07140599,0.155054776,-0.078336424,0.292735505,0.251450195,null,null,null
CAGL0G03619g,0.685224242,0.380920619,0.376450692,-0.203169553,0.304959172,0.614491199,0.21923208,null,null,0.439552685,0.298878157,0.281463229,null,null,null,-0.602329717,1.872964441,2.590524695
CAGL0G03641g,-0.527736405,0.267344091,0.291252338,0.337088786,0.04600897,0.058079609,0.215965767,0.73156285,1.531929864,-0.659490686,0.18093332,0.039091247,-0.066703122,0.493084948,0.39145802,-0.826606718,null,null
CAGL0G03663g,-0.367280645,0.267151992,0.272675472,0.417635883,0.598955994,1.088353474,-0.480318696,0.443075432,0.367779529,0.738268184,0.705842467,0.836005739,-0.751567113,0.36997648,0.164997879,-0.085068813,0.26189372,0.421863307
CAGL0G03707g,-0.091407832,0.156681421,0.226746185,0.056130571,0.016303738,0.019120834,0.424577836,0.80160499,0.22475969,0.169151693,0.211215571,0.250106798,0.037330685,0.595796908,0.496174731,-0.187839622,0.363912001,0.425158807
CAGL0G03729g,-0.470470423,0.163542265,0.216325108,0.151089046,0.228002554,0.172308205,0.49369371,0.825517551,0.198291377,0.086526659,0.630260257,0.287021978,0.164520504,0.169233765,0.378713022,null,null,null
CAGL0G03751g,0.175187405,0.282761153,0.352108256,0.132172749,0.07800594,0.078103322,-1.493539473,null,null,0.068264356,0.99306103,0.55977497,0.682809824,null,null,null,null,null
CAGL0G03773g,1.028601861,0.174245761,0.22136784,-0.202665565,0.324859473,0.983942289,0.489428929,0.738019421,0.21856014,-0.008599547,0.249897589,0.245920094,0.056940565,0.438340891,0.233744094,0.161680716,0.310505667,0.833795934
CAGL0G03795g,-0.162794276,0.189721265,0,-0.758367483,0.79427987,0.225340022,-0.903988086,0.362169861,0.792187575,-0.463512391,0.382718378,0.251038077,-1.415190073,0.281424571,0.485350294,0.908633565,0.622401811,0.167184076
CAGL0G03861g,1.185967484,0.150145925,0.246456896,-0.067598078,null,null,0.420379113,0.608581603,0.964764329,-0.145863246,0.489139665,0.183849341,1.136109933,0.375984394,0.246894378,null,null,null
CAGL0G03883g,1.200530688,0.305181021,0.308697724,-0.47154372,0.347240208,0.350553393,-0.48581418,null,null,-0.706389255,0.189158786,0.236016099,-0.506460527,null,null,0.694280478,null,null
CAGL0G03905g,0.064580886,0.169772153,0.121402927,0.637099208,0.392808703,0.217196141,1.03925874,1.298067441,0.265996834,null,null,null,0.163883378,0.712470704,0.634957626,null,null,null
CAGL0G03927g,-0.417957507,0.284409986,0.25775947,1.148038321,0.136551393,0.056041081,0.023899295,0.456870292,0.659582935,0.166449368,0.243521334,0.053568298,0.62038062,null,null,-0.226636016,0.089117283,0.58667838
CAGL0G03949g,-0.21625807,0.758399505,0.876403842,0.464270048,0.391650564,0.216462025,null,null,null,0.308998703,null,null,null,null,null,null,null,null
CAGL0G03971g,0.729596697,0.229317187,0.311746071,-0.365477402,0.532896673,1.132292367,-0.029036166,0.621732126,0.309996948,-0.448705188,0.268945731,0.257393359,-0.221321287,0.361428718,0.160937412,-0.544004059,0.301754595,0.789145224
CAGL0G03993g,0.023762973,0.477341519,0.499553895,1.198867805,0.07126395,0.073882751,0.695704748,0.520915337,0.627253851,0.196395054,0.242229327,0.266956412,null,null,null,-0.36437522,0.329323629,0.705060296
CAGL0G04015g,0.084338858,0.197240481,0.271894556,0.0763124,0.165434514,0.704628115,0.173964584,0.456870292,0.431124887,-0.43010947,0.759628066,0.610922824,0.240348797,0.131662199,0.806321607,0.12286407,0.370752283,0.412608805
CAGL0G04037g,-0.032855309,0.167668413,0.220232775,-0.026923036,0.099211449,0.091384014,-0.169315078,0.382303796,0.462240932,-0.069486078,0.332707085,0.070489755,-0.183546457,0.834545348,0.915677495,-0.097942091,0.443138832,0.804963799
CAGL0G04059g,0.29649362,0.114835145,0.134109105,0.054680124,0.027796361,0.011938512,0.660948056,0.590004966,0.415528293,0.042725656,0.773175142,0.662145753,0.600118304,0.086050839,0.36340963,-0.347900068,0.073987473,0.776521347
CAGL0G04081g,0.38436241,0.266237485,0.25758441,-0.246790887,0.175884021,0.139495721,null,null,null,null,null,null,1.032257483,null,null,null,null,null
CAGL0G04103g,-0.653524298,null,null,-0.188444985,0.383127896,1.202583526,0.968669236,0.277173891,0.66205304,0.220169813,null,null,-0.051530301,null,null,null,null,null
CAGL0G04125g,null,null,null,0.511142267,null,null,0.440516036,0.296454428,0.678211991,0.005545411,null,null,null,null,null,null,null,null
CAGL0G04147g,-0.307568407,0.206671771,0.24270026,-0.068121481,0.138107841,0.057014667,0.822127678,1.455977025,3.704392467,2.444976372,null,null,0.531422925,0.268322479,0.471131743,null,null,null
