Scan REF,E01-08-dd.gpr;E01-10-dd.gpr,E01-08-dd.gpr;E01-10-dd.gpr,E01-08-dd.gpr;E01-10-dd.gpr,htu_yap04mM_2_1.gpr;htu_yap04mM_add1.gpr,htu_yap04mM_2_1.gpr;htu_yap04mM_add1.gpr,htu_yap04mM_2_1.gpr;htu_yap04mM_add1.gpr,mena_wt.gpr;mena_wt22.gpr,mena_wt.gpr;mena_wt22.gpr,mena_wt.gpr;mena_wt22.gpr,htu_skn04mM_2.gpr;htu_skn04mM_add.gpr,htu_skn04mM_2.gpr;htu_skn04mM_add.gpr,htu_skn04mM_2.gpr;htu_skn04mM_add.gpr,mena_sy.gpr;mena_sy22.gpr,mena_sy.gpr;mena_sy22.gpr,mena_sy.gpr;mena_sy22.gpr,E01-07-WT.gpr;E01-09-WT.gpr,E01-07-WT.gpr;E01-09-WT.gpr,E01-07-WT.gpr;E01-09-WT.gpr
Reporter REF,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2,Unknown:MR_Norm_log2,Unknown:SD_Norm_log2,Unknown:CV_Norm_log2
CAGL0G08822g,0.071603268,0.386674995,0.405040899,0.420955187,0.045669345,0.000769449,0.337778632,0.804313553,1.743224671,-0.824839595,0.517039719,0.204161603,0.200540245,1.048461203,0.939174305,0.025910241,0.248458143,0.379208344
CAGL0G08844g,-0.045740081,0.254023977,0.165307628,0.309613067,0.03094284,0.009972194,0.704606159,0.136340016,0.743779766,0.251530046,0.013336079,0.160372787,null,null,null,-0.708466338,0.473387926,1.210547468
CAGL0G08866g,-0.426253864,0.264478734,0.127216836,0.329086669,0.11736273,0.044040744,0.253542831,0.44716073,0.636706718,0.193833211,0.583690547,0.252847521,1.082067873,0.2507576,0.450318291,null,null,null
CAGL0G08888g,-0.065167916,0.207378115,0.062348852,-0.340966869,null,null,0.041261965,null,null,1.655607195,null,null,0.622437206,null,null,null,null,null
CAGL0G08910g,-0.214689349,0.212130728,0.289782222,-0.138229286,null,null,null,null,null,null,null,null,null,null,null,0.769555862,0.563652663,0.742884317
CAGL0G08932g,0.141461573,0.087489023,0.183750555,-0.210230119,0.118435053,0.044711248,null,null,null,-0.073825198,0.086739733,0.107169473,0.121259906,0.122854402,1.095158254,null,null,null
CAGL0G08954g,-0.525328,0.314402077,0.229784099,-0.607573262,0.091820429,0.086754082,-0.080995973,0.536385305,0.580540933,0.240016091,0.193107174,0.311340991,0.528354359,0.43521318,0.636192231,null,null,null
CAGL0G09020g,null,null,null,-0.72415443,0.157084026,0.127683188,0.84761499,0.025233653,0.664643486,-0.629345924,0.29720657,0.044845705,1.374029529,null,null,-1.608526734,null,null
CAGL0G09042g,0.063745819,0.227654255,0.300766798,-0.468597744,null,null,0.524110236,0.642557269,0.911206557,null,null,null,0.63352725,0.39136116,0.289888226,null,null,null
CAGL0G09064g,null,null,null,2.063555302,null,null,-0.547249133,null,null,0.916154941,0.126956564,0.199345537,0.995517906,null,null,null,null,null
CAGL0G09086g,null,null,null,null,null,null,1.320572815,null,null,0.324413358,null,null,null,null,null,null,null,null
CAGL0G09108g,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G09130g,-0.720278936,0.511058196,0.337030925,-0.358471308,0.267957212,0.329642788,-0.795633547,1.305264344,0.250014562,0.061397674,0.57096503,0.482946053,-1.057186651,1.165591358,0.264087097,0.04656739,0.135826485,0.650712487
CAGL0G09152g,-0.713872557,0.239761492,0.092308338,-0.044280028,0.383736195,0.82692163,-0.905526117,1.237609525,0.181154385,-0.597147153,0.470531372,0.417491939,-1.234516584,0.926312837,0.16681862,null,null,null
CAGL0G09174g,0.33492508,0.268067504,0.159460201,-0.022277716,0.06229586,0.009620608,0.226825352,0.724626965,0.360971248,0.217831448,0.682456085,0.749185608,-0.030220886,0.75074616,0.761638825,0.409215444,0.64913382,1.233568354
CAGL0G09196g,0.132461195,0.311242696,0.374362607,0.321928095,null,null,1.071517315,0.456870292,0.255199668,-0.170831915,0.072044535,0.117807312,0.154423933,0.327610266,0.530593045,null,null,null
CAGL0G09218g,-0.94697994,0.256612521,0.32603233,0.364401992,0.219916749,0.167210763,0.253943943,0.592721272,1.360815531,0.033084216,0.22455355,0.007601833,0.512341536,1.187252818,1.042597903,null,null,null
CAGL0G09229g,null,null,null,null,null,null,-0.280107919,null,null,-0.072871933,null,null,null,null,null,null,null,null
CAGL0G09251g,0.175287503,0.356887278,0.152069123,-0.352791918,0.030141177,0.048155144,0.900464326,null,null,0.425107358,null,null,1.223451887,null,null,null,null,null
CAGL0G09273g,1.119543936,0.396064835,0.194834686,-1.9078582,0.178667102,0.082398554,0.838153776,0.456870292,0.544316813,-1.200504314,0.679484005,0.673531724,1.01291565,0.562891903,0.438544174,-0.370082987,0.181172039,0.797333886
CAGL0G09295g,-0.797310759,0.140653863,0.103428602,-0.017055089,0.155915964,0.068156458,-0.825584805,0.992500445,0.271766692,null,null,null,-0.729157378,0.693163953,0.109146853,-0.62144469,1.415724278,1.960550242
CAGL0G09317g,-0.55127554,0.465920196,0.377607877,0.734485257,0.111158558,0.040161622,0.02380613,0.363287227,0.734151125,0.873231268,0.06627693,0.121984115,0.0940125,0.653689451,0.796183583,-0.650546792,0.426531729,0.944515723
CAGL0G09339g,0.396058263,0.275185102,0.253001155,-0.156932666,0.279197656,0.204648669,null,null,null,0.137786156,null,null,null,null,null,null,null,null
CAGL0G09361g,0.984189855,0.12717755,0.164558189,0.020601802,0.451743278,1.232609138,0.412275052,0.338452543,0.646033665,-0.095223153,0.567462105,0.481923578,0.89372688,0.345750985,0.580941068,-0.02492304,0.373649543,0.497703249
CAGL0G09383g,-0.162794276,0.190754218,0.000913573,-0.123582161,0.318200468,0.308661266,-0.108163148,1.556194561,0.264500788,-0.097100958,0.169638158,0.132219867,0.362798733,0.847712079,0.106988886,0.156609865,0.733405639,0.116421483
CAGL0G09449g,0.104177046,0.200382773,0.056410701,-0.216221686,0.006928343,0.033641826,0.369418551,0.469713628,0.350734239,0.065662665,0.346321462,0.312271787,0.372855952,0.331542308,0.24388024,0.059668681,0.197903707,0.651757189
CAGL0G09493g,0.115706437,0.242485666,0.281837392,0.173099031,0.291516312,0.685349356,0.367871725,0.555389258,0.957582463,-0.075860165,0.638595572,0.575647019,0.514650789,0.809666886,0.867185784,null,null,null
CAGL0G09515g,0.675541396,0.200925614,0.226666787,-0.117148719,0.384918102,0.765552259,0.247927513,null,null,0.031719866,0.784831621,0.956448716,null,null,null,-1.38002309,null,null
CAGL0G09537g,0.951571349,0.228210653,0.154275652,-0.049997901,0.695154422,1.196063713,0.272962368,0.368972285,0.905776411,0.382521812,0.736966467,0.728467994,0.583652523,0.65861881,0.832411087,null,null,null
CAGL0G09559g,-0.023060557,0.22364448,0.320831779,0.231596395,0.123517808,0.106618951,-1.136375537,0.456870292,1.47851979,-0.030690488,0.259415299,0.3604328,0.063675694,0.532855092,0.402055175,-0.176005647,0.604560056,1.195129857
CAGL0G09581g,0.173727922,0.085394168,0.176175016,-0.463744615,0.278677645,0.326283486,0.384791799,0.703022123,0.609869839,-0.506089443,0.066469039,0.156365062,-0.171806397,0.539829513,0.198358262,0.303382338,0.269847103,0.420910872
CAGL0G09603g,-0.229318891,0.293098932,0.104121045,-0.038329847,0.035471114,0.051488383,0.8201813,0.767452361,1.602336152,0.700307833,0.268980352,0.224920135,0.953681574,null,null,0.528472973,0.465972074,1.010709611
CAGL0G09625g,0.08108427,0.45317809,0.383446139,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G09647g,-0.034937351,0.120723654,0.200630509,null,null,null,null,null,null,-0.469342698,null,null,null,null,null,null,null,null
CAGL0G09669g,-0.639342702,0.205603861,0.098830487,0.346942261,0.347066636,0.325659995,-0.941088038,0.490937518,1.088987228,0.370475381,0.045909837,0.136741648,0.01612909,0.47809935,0.444232392,-0.320474384,0.17937418,0.485407172
CAGL0G09735g,0.018526424,0.298374356,0.317975458,-0.289261939,0.010290278,0.035743488,0.470044344,0.359161732,0.593760528,-0.16792863,0.136071757,0.071495559,-0.069722637,0.002410121,0.620523736,null,null,null
CAGL0G09757g,-1.053178394,0.24138512,0.312831979,0.73807129,0.51065014,0.352768074,-0.615139789,0.729986916,1.076269173,-0.516381414,0.160835169,0.05360523,-0.320956831,0.106133983,0.422652205,-0.659207555,0.087386082,0.890027917
CAGL0G09779g,-0.403627083,0.175081086,0.054435881,-0.202462599,null,null,0.524069346,0.4738036,0.419996841,null,null,null,1.421335244,null,null,null,null,null
CAGL0G09801g,-0.175500313,0.263368846,0.336976127,-0.380740416,0.08016392,0.079454423,0.638998691,0.323505299,0.761693944,1.069796967,null,null,0.411330454,0.462208442,0.711280952,null,null,null
CAGL0G09823g,0.109840774,0.167763482,0.258150677,0.09690673,0.160282827,0.129692286,0.166805131,0.580348839,0.379869065,-0.087164719,0.09466477,0.156588212,0.129963816,0.174867566,0.836125886,-0.259236248,0.33678462,0.824196343
CAGL0G09845g,-0.057336169,0.72249769,0.829033694,0.417980987,0.232386638,0.17507314,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0G09867g,0.059727992,0.111213992,0.20609826,0.106567408,0.267727607,0.197392446,0.40985701,0.543384805,0.450445644,0.305216839,0.438311574,0.332601214,0.523268443,1.08828356,1.023714017,null,null,null
CAGL0G09889g,-0.074513742,0.094600702,0.207478305,-0.059888114,0.334673852,0.239839658,1.460991954,1.43265467,1.036733488,0.387273058,0.61696861,0.450629824,-0.622304936,0.470150692,1.783781225,null,null,null
CAGL0G09911g,-0.342362907,0.287843646,0.358874236,-0.091889517,0.167173682,0.516711399,0.346434984,0.470468368,0.424899987,-0.062328395,0.383613017,0.44522451,-0.555996958,0.461845247,0.557724845,-0.247711912,0.470665393,0.267248239
CAGL0G09955g,-0.271012004,0.123570119,0.137032426,-0.43962941,0.275005989,0.153674978,-1.304888976,0.442478029,0.388575233,0.085539992,0.316670901,0.200244565,-1.544541628,0.637289747,0.135116826,0.047780257,0.196712436,0.585018326
CAGL0G09977g,0.329457248,0.53177838,0.591836067,0.915165469,0.819388599,0.2139962,0.182664279,0.456870292,0.44604751,0.890973057,0.232252327,0.220977284,0.079481146,0.727187005,0.781383142,1.701296863,0.366622361,0.412352472
CAGL0G09999g,-0.186075643,0.144205992,0.209767445,0.115967627,0.809946174,1.303742078,0.318753561,null,null,0.485043692,null,null,null,null,null,null,null,null
CAGL0G10021g,-0.267396883,0.312516876,0.375091525,null,null,null,-0.258838092,0.542185707,0.814996508,1.575433818,null,null,0.21246487,0.438729128,0.667169583,null,null,null
CAGL0G10043g,-1.181433395,0.213731138,0.185234485,0.206743754,0.146067393,0.874771088,-0.558529037,0.591461347,0.373948314,0.586283308,0.392948478,0.222182463,-0.311677601,0.169455638,0.482877227,-0.485123259,0.322771396,0.850488798
CAGL0G10065g,-0.976152815,0.049849781,0.111337182,-0.192889816,0.096201224,0.089498187,0.353430187,0.61198995,1.389953788,0.364811077,0.210223708,0.323979803,-0.244543476,0.717411956,0.502504569,0.260933611,0.393068994,0.875890651
CAGL0G10087g,-0.302953053,0.484422548,0.51311562,0.218177821,0.416556517,0.834060095,0.362947061,0.370102079,0.998612853,0.277148864,0.231345971,0.339607964,0.01035679,0.540573354,0.544166174,0.18407953,0.82883029,1.256913047
CAGL0G10109g,-1.08358991,0.14020483,0.089295429,0.738265418,0.016217455,0.019174758,-0.831633175,0.440275491,0.741253522,0.779549556,null,null,0.854253283,0.578582494,0.522885661,-1.053217395,0.552363505,0.961570016
CAGL0G10131g,-0.724363894,0.289074066,0.344314992,-0.075375549,0.256318356,0.168410741,1.605351515,1.237834529,0.097354129,-0.169503218,0.394742211,0.35244282,1.450037719,0.542180619,0.116976547,-0.339739461,0.644365169,0.274915845
CAGL0G10153g,-0.614563033,0.326363785,0.146306421,0.363957113,0.123817146,0.048076763,1.864301788,0.937597045,0.845429973,1.136777223,0.350907235,0.193162068,1.88103761,0.916002735,0.284362355,-0.623183223,0.254706015,0.676176673
CAGL0G10175g,null,null,null,null,null,null,0.512250615,null,null,-0.491360824,0.079784175,0.044328225,0.64689025,null,null,null,null,null
CAGL0G10197g,null,null,null,-0.208129284,1.790716428,3.309023362,1.110694493,0.93222939,1.274633375,null,null,null,null,null,null,null,null,null
CAGL0G10219g,-0.403478114,0.086892421,0.157803573,-0.424941778,0.245981899,0.183652536,null,null,null,-0.435525511,0.315205114,0.374984979,0.370414611,0.005136819,0.87344788,0.509843029,0.187547704,0.162551832
CAGL0H00110g,-0.096825075,0.158731386,0.12388312,-0.022374349,0.124047888,0.10695136,0.267701588,0.675763978,0.423551475,-0.207811442,0.145730742,0.064516318,-0.413741598,0.288503116,0.497952141,-0.35599947,0.336351621,0.846423909
CAGL0H00132g,0.106485375,0.447478954,0.266087026,-0.24906265,0.278296541,0.204078372,0.415348544,1.067494607,0.265026434,0.540453653,0.353494087,0.430750671,0.286051059,null,null,null,null,null
CAGL0H00154g,-0.507045745,0.371578923,0.418082651,-0.489136534,0.57431665,0.074731,-0.390141783,1.036398078,0.076567621,-0.274503417,0.223589254,0.183204771,-0.895545568,0.406903729,0.195714532,0.780795484,0.281091372,0.828091471
CAGL0H00176g,-0.829930722,null,null,-1.422477335,0.794993747,0.20542396,-0.180383321,0.613082795,1.18848868,-0.483150444,0.613340866,0.487122242,0.199771384,1.506661672,0.5800923,null,null,null
CAGL0H00198g,-0.519913198,null,null,-0.957746506,0.168348821,0.58643962,null,null,null,-0.669926817,0.377749488,0.401625506,null,null,null,null,null,null
CAGL0H00220g,-0.216486934,0.152532461,0.049040747,-0.014672102,0.35059628,0.274468207,-0.110511263,0.324110865,0.370472091,-0.284196777,0.339934296,0.325370786,-0.084233795,0.830081848,0.659600833,0.214502961,0.699825083,0.177411818
CAGL0H00242g,-0.012635693,0.082961218,0.103653784,-0.013612269,0.702244283,0.523222821,-0.472684277,0.434095728,0.557354304,-0.154434781,0.246988041,0.154480287,-0.380816254,0.238617756,0.43728235,0.214129116,0.50759794,0.282957069
CAGL0H00264g,-0.220117847,0.218844328,0.197214333,0.594053237,null,null,-1.015713475,0.465016116,0.421597472,null,null,null,0.906231922,0.561663236,0.442640798,null,null,null
CAGL0H00286g,-0.522655772,0.317591499,0.1143871,0.148770068,0.175949095,0.139536629,0.581226964,0.653595802,0.764260707,1.289843434,null,null,0.683954914,0.669289346,0.64979992,null,null,null
CAGL0H00308g,-0.034918305,0.364619259,0.416477686,-1.247576147,1.199857352,0.545971173,0.719892081,null,null,-0.749134087,0.316784567,0.238641201,null,null,null,-0.610397105,0.501481089,0.965051294
CAGL0H00330g,0.699837323,0.33950212,0.392448417,0.589079579,0.429934972,1.274912832,0.195084661,0.567143371,0.386211248,-0.265523958,null,null,0.045248321,null,null,-0.342623807,0.579528339,0.824552004
CAGL0H00352g,-0.116529867,0.202805521,0.234915296,-0.040112264,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0H00374g,0.203248216,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0H00396g,-0.455155979,0.190783221,0.129457388,0.414874136,0.049352913,0.001532426,-0.079792008,0.456870292,0.731298679,0.867566667,0.475818009,0.52357242,0.137790103,0.529305162,0.596991382,-0.562897323,null,null
CAGL0H00418g,-0.010656433,0.337638642,0.205973192,0.001232281,0.176602024,0.081105429,null,null,null,0.306044482,0.254345396,0.155973545,null,null,null,null,null,null
CAGL0H00440g,-0.64948326,0.14532817,0.205725998,0.882844335,0.220601654,0.865637066,-0.317904795,0.373275673,0.96752276,-0.014059944,null,null,-0.063136136,0.202424106,0.522989705,-0.292146243,0.624392174,0.396803173
CAGL0H00462g,-0.548138476,0.3750017,0.191209666,-0.177194721,0.269425972,0.419141027,-0.570566308,1.405634899,0.198982848,0.294398785,0.534754551,0.360834582,-1.025001816,1.066344153,0.209182903,-0.09425307,0.251885598,0.783011399
CAGL0H00484g,0.058915016,0.221313988,0.288503811,0.636781635,0.385995306,0.272552438,0.458783568,0.217160089,0.586882033,-0.46996371,null,null,0.711308652,0.359464547,0.864466435,0.183286087,null,null
CAGL0H00506g,0.054719243,0.190166873,0.20754065,-0.163683565,0.060858514,0.008722382,-0.426745678,0.60889537,0.604160741,0.061500973,0.07565734,0.115191461,-0.557740804,0.490514556,0.175132385,-0.295085884,0.187859522,0.111051563
CAGL0H00528g,-0.023692382,0.285376091,0.353946845,0.186831847,0.50369368,0.28784224,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0H00550g,0.016552996,0.160687471,0.114484395,-0.543835567,0.039501967,0.054009432,null,null,null,0.540002343,0.506616497,0.435533174,0.379600119,1.062759769,1.192802133,0.934553267,0.046309421,0.698995389
CAGL0H00572g,0.603921444,0.533396677,0.282660791,-0.503777585,0.011876534,0.021887767,-2.819874094,0.407553093,0.537551621,0.37313091,0.525827257,0.590392478,-2.971464229,0.709159406,0.162486857,0.334794012,0.169326628,0.687292317
CAGL0H00594g,0.153091325,0.188709721,0.180503354,-0.340895421,0.017855576,0.018150981,-1.385035417,0.586269159,1.151824536,0.611893854,0.029664582,0.148522288,-1.815330757,0.174548756,0.346970916,null,null,null
CAGL0H00616g,-0.291548871,0.110795278,0.195173984,0.171344793,0.038615212,0.005177615,0.50056246,0.524882683,0.372618904,0.13373866,null,null,0.925670704,1.201353789,0.86753598,-1.309388824,null,null
CAGL0H00638g,-0.167473688,0.141505846,0.2122534,0.101677017,0.327272027,0.175756967,0.639533407,0.436488414,0.912093497,-0.258227135,null,null,1.219540821,0.9274781,0.776384585,0.95017339,null,null
CAGL0H00660g,0.33713945,0.154452472,0.248708827,-0.361816943,0.050397259,0.060824845,1.254382536,null,null,-0.668156436,null,null,0.306661338,null,null,1.259966758,0.695394506,0.899641889
CAGL0H00682g,0.351837243,0.406866267,0.44939713,0.308334362,0.070805844,0.613169969,0.54394882,0.456870292,0.495262097,0.940653561,0.356014258,0.354769562,-0.268430721,0.987708502,1.263994328,null,null,null
CAGL0H00704g,0.664997978,0.23760184,0.088519716,-1.232180936,1.31311825,3.160726252,1.700747192,0.35266697,0.619925276,-1.236933155,0.175059836,0.043332359,-0.827160019,0.675582432,0.893577001,null,null,null
CAGL0H00715g,0.135632354,0.6039209,0.639923198,-0.307861764,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0H00737g,0.403939928,0.466244942,0.50090798,0.065516908,0.161583826,0.130509506,0.260450396,0.449322984,1.052743698,-0.377666486,0.070515456,0.221406815,0.462392485,1.005916332,0.796469801,null,null,null
CAGL0H00759g,-0.052407328,0.363560366,0.318532251,0.700176092,null,null,-0.097002407,null,null,null,null,null,null,null,null,null,null,null
CAGL0H00781g,0.976097539,0.099385088,0.102849613,-0.624697677,0.1591303,0.128968372,0.697082094,0.529307236,0.567803401,-0.404710361,null,null,-0.454534138,0.196302717,0.338293854,null,null,null
CAGL0H00803g,0.443610037,0.231284198,0.195672331,-0.153374222,0.175966678,0.558177688,0.004395501,0.809250389,0.24652838,-0.015456516,0.225267613,0.313860881,-0.056943238,0.353253841,0.243378057,-0.157774268,1.233418008,1.980993119
CAGL0H00825g,0.115630685,0.441059962,0.227376448,-0.221112196,0.107645877,0.037965505,-0.021533162,null,null,null,null,null,0.114683155,0.223919984,1.089306986,null,null,null
CAGL0H00847g,-0.056963262,0.504888988,0.362201491,0.303359567,0.513808654,0.294325767,null,null,null,null,null,null,0.468606181,null,null,-0.143813696,null,null
CAGL0H00869g,-0.352788466,0.237394806,0.240504246,-0.165898692,0.293010979,0.388887207,-0.445541629,0.568748497,0.799096626,0.21176652,0.200930096,0.21772752,-0.884030865,0.162255213,0.331000441,-0.307365028,0.540493866,0.759845003
CAGL0H00891g,-0.494818915,0.265552744,0.340071126,0.774396789,0.128681328,0.051118707,-0.309465076,0.897790274,0.125094528,null,null,null,-0.106684285,0.326536696,0.674005041,-0.708953878,0.206555161,0.331728879
CAGL0H00913g,-0.816110499,0.683736596,0.673796244,-0.211936153,0.109374339,0.097752291,-0.362240642,0.4681011,0.765954922,null,null,null,0.118394701,null,null,null,null,null
CAGL0H00957g,-0.519198784,0.50437915,0.251647092,null,null,null,-0.767016777,0.740554045,0.27062915,0.070943923,0.47269174,0.311526667,-1.091400439,0.817922598,0.097913421,-0.18614099,0.176371356,0.469913917
CAGL0H00979g,0.167520049,0.199095907,0.158094319,0.717464681,0.558902607,0.975152581,-0.273772103,0.539512941,0.374061891,0.257863304,0.163828579,0.28977205,0.665562435,0.698598087,0.300821016,null,null,null
CAGL0H01001g,-0.268632401,0.37560262,0.158109927,0.170415278,0.038980314,0.053683159,-0.283945922,0.388642046,0.765106488,0.210680673,0.397116728,0.436754174,-0.491860118,0.443075976,0.595262343,-0.608864632,0.287821618,0.460553097
CAGL0H01023g,0.009405818,0.257024969,0.122869303,null,null,null,null,null,null,null,null,null,0.225628902,0.457935498,1.236712727,null,null,null
CAGL0H01045g,0.430166835,0.180416518,0.171442591,0.026134784,0.28144874,0.146892944,-0.825831525,null,null,null,null,null,1.992956723,null,null,null,null,null
CAGL0H01067g,null,null,null,0.425145951,0.255683001,1.01271206,0.994332281,0.529551742,0.909928107,null,null,null,null,null,null,null,null,null
CAGL0H01089g,0.342652415,0.963069531,0.606052615,0.119369348,0.110763374,0.455108866,null,null,null,0.008614864,0.545010999,0.590742075,null,null,null,-1.589227179,0.951926865,1.66965169
CAGL0H01111g,1.164215803,0.331162217,0.271436325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0H01133g,-0.498613796,null,null,null,null,null,null,null,null,0.75500195,null,null,null,null,null,null,null,null
CAGL0H01155g,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0H01177g,0.467076952,0.479740497,0.288671147,0.017380421,0.261891663,0.193702899,null,null,null,null,null,null,0.278245656,null,null,null,null,null
CAGL0H01199g,0.540076552,0.271376128,0.244552888,-0.225654669,0.462458214,0.261482523,-0.209296298,0.323090224,1.065635903,-0.698109658,null,null,-0.143635966,0.217758726,0.816860903,-0.111288305,0.391759671,0.422657857
CAGL0H01221g,0.113851473,0.197447703,0.194690463,-0.213128287,0.085503206,0.082797709,0.217078495,0.228814181,0.490754962,0.206987096,null,null,0.218609985,0.358981812,1.185543202,null,null,null
CAGL0H01243g,-0.243450464,0.536776192,0.587817353,0.094403707,0.322238674,0.231936984,1.414525128,0.456870292,0.323316989,null,null,null,null,null,null,-0.140296589,0.865984776,1.383509284
CAGL0H01265g,-0.09998369,0.197472158,0.224605446,0.066631072,0.099869294,0.033104002,-0.061280926,0.309529829,0.537164788,0.373489263,0.643604307,0.580017906,-0.031356376,0.732259904,0.820964833,0.128869902,null,null
CAGL0H01287g,0.610422066,0.262607969,0.313234818,-0.081493443,0.001769401,0.030416968,-0.304024065,0.580130152,0.784189462,-0.085402751,0.123825086,0.193375775,-0.186080414,0.604338516,0.419907595,0.36562619,0.711371511,0.251237652
CAGL0H01309g,1.039360901,0.297137227,0.26432785,-0.339143677,0.042495886,0.055882078,null,null,null,-0.119888736,null,null,null,null,null,null,null,null
CAGL0H01331g,-0.132966106,0.192739238,0.150534246,0.271413114,0.035800006,0.006936867,-0.077565076,0.740421469,1.308068602,0.392317423,null,null,0.74527892,0.281132316,0.670805769,null,null,null
CAGL0H01375g,-0.006511544,0.286476096,0.252528681,1.333643783,0.281244369,0.342588394,-1.82335842,0.370216513,0.517350855,0.882457402,0.18558506,0.112609127,-1.926587452,0.298794432,0.247549383,0.69197356,0.399747615,0.622395073
CAGL0H01397g,0.388347517,0.140152617,0.114884451,-0.482642401,0.023206027,0.014807186,0.794787541,0.276858973,0.749765154,-0.075413821,0.476113896,0.273969323,0.626191259,0.420609538,0.334927611,0.615601677,0.270402978,0.470539272
CAGL0H01419g,-1.364426261,0.191422559,0.238526477,1.036126309,0.283596038,0.207432893,-0.738415845,0.760707113,0.548958103,0.681930823,0.189901234,0.03261633,-0.777595867,1.975773252,1.509995303,-0.875556438,0.182008499,0.711000419
CAGL0H01441g,-0.538619137,0.172257588,0.110351033,0.295073829,0.281098598,0.146672693,-0.03579427,0.710049047,1.291678558,0.100132243,0.313666702,0.056733639,-0.290769142,1.100583478,0.872888218,-0.100935593,null,null
CAGL0H01463g,-0.315382802,0.30199647,0.200198686,0.086720167,0.05178405,0.003051654,0.292458262,0.457286158,0.77329855,-0.02947677,0.100200846,0.097429879,-0.522533557,0.376813824,0.490045831,0.386972817,null,null
CAGL0H01485g,-0.110001779,0.267177224,0.181327323,0.025699446,0.106742712,0.661837185,0.012771976,0.345783244,0.916456426,-0.181765293,0.37135519,0.365735107,0.279928078,0.147629005,0.814053883,-1.739850967,null,null
CAGL0H01507g,-0.219217976,0.223695389,0.28754609,0.058060363,0.213315737,0.104108699,0.928852086,0.456870292,0.351915099,-0.248802257,null,null,-0.255415712,0.255788129,1.157815833,0.066060798,5.01E-05,0.099292411
CAGL0H01529g,0.76704467,0.307789238,0.301782177,-0.471517787,0.140000078,0.478680041,-0.065131439,0.368111226,0.687123695,-0.344641324,0.47024167,0.216000182,-0.872123467,0.160929655,0.309324288,0.997157097,0.26433869,0.424335001
CAGL0H01551g,-0.46161924,0.297496716,0.315274564,0.315655114,0.037778336,0.052931382,null,null,null,-0.358135108,null,null,0.541295497,0.606332291,0.433188746,-0.598319054,0.293530588,0.739519993
CAGL0H01573g,-0.047152317,0.299192065,0.118008248,-0.025353389,0.843438585,0.510500484,0.218161355,null,null,null,null,null,null,null,null,null,null,null
CAGL0H01595g,0.317744529,0.19838405,0.283941957,0.160884901,0.317203313,0.228739432,0.649344152,0.677389058,1.213730528,-0.059871324,null,null,0.339476384,0.042083354,0.80872262,-0.14978651,0.601550145,1.128485956
CAGL0H01617g,0.506254653,0.204289342,0.085450474,null,null,null,null,null,null,-0.049351052,0.358172694,0.321108092,0.473171675,null,null,null,null,null
CAGL0H01639g,-0.186420023,0.582399803,0.581481885,0.75761447,0.589009781,1.519835933,1,null,null,0.921363053,1.023977753,1.021884669,null,null,null,null,null,null
CAGL0H01661g,0.105407041,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0H01683g,0.282997419,0.163830002,0.203279962,0.893717303,null,null,null,null,null,0.539343656,0.532647582,0.215541107,1.054140263,0.232246035,0.350142235,0.046114289,1.145945424,1.657210363
CAGL0H01705g,0.103862565,0.297103535,0.162526421,0.18981517,null,null,-0.143160678,0.698630165,0.283171576,0.288243828,0.328498071,0.239246335,-0.336183408,0.273871251,0.406291469,0.40055972,0.43450895,0.9583975
CAGL0H01727g,0.008953557,0.24796837,0.194238836,-0.462822685,0.755085602,0.14390545,-0.822020621,0.93560983,0.180618933,-0.588349012,0.373840352,0.388215079,-0.768925798,0.734716865,0.123707577,0.918466957,0.764446538,0.115306943
CAGL0H01771g,-0.024938357,0.229164327,0.286816156,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0H01793g,0.694702345,0.289995446,0.260010329,-0.050757925,0.069985734,0.014426253,-0.104588901,null,null,0.157434057,null,null,-0.436285233,null,null,null,null,null
CAGL0H01815g,-0.645853404,0.388762598,0.145790613,-0.085529983,0.221250459,0.963582336,-0.099637799,0.826557502,1.361914266,0.247091945,0.432225482,0.49576439,0.52842687,0.033509765,0.580235141,-0.45350372,0.457301876,0.4495012
