Scan REF,Wt_oxidative_stress_1;Wt_oxidative_stress_2,Wt_oxidative_stress_1;Wt_oxidative_stress_2,Wt_oxidative_stress_1;Wt_oxidative_stress_2,Wt_glucose_starvation_1;Wt_glucose_starvation_2,Wt_glucose_starvation_1;Wt_glucose_starvation_2,Wt_glucose_starvation_1;Wt_glucose_starvation_2,Wt_heat_stress_1;Wt_heat_stress_2,Wt_heat_stress_1;Wt_heat_stress_2,Wt_heat_stress_1;Wt_heat_stress_2,Wt_osmotic_stress_1;Wt_osmotic_stress_2,Wt_osmotic_stress_1;Wt_osmotic_stress_2,Wt_osmotic_stress_1;Wt_osmotic_stress_2,Wt_msn24_glucose_starvation_1;Wt_msn24_glucose_starvation_2,Wt_msn24_glucose_starvation_1;Wt_msn24_glucose_starvation_2,Wt_msn24_glucose_starvation_1;Wt_msn24_glucose_starvation_2,Wt_msn24_osmotic_stress_1;Wt_msn24_osmotic_stress_2,Wt_msn24_osmotic_stress_1;Wt_msn24_osmotic_stress_2,Wt_msn24_osmotic_stress_1;Wt_msn24_osmotic_stress_2,Msn2_overexpression_1;Msn2_overexpression_2,Msn2_overexpression_1;Msn2_overexpression_2,Msn2_overexpression_1;Msn2_overexpression_2
Reporter REF,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2
CAGL0D03872g,-0.122925749,1.69007728,2.569315081,0.0597,0.094590319,0.142470224,null,null,null,1.209912978,0.190605791,0.0957,null,null,null,2.131729347,null,null,null,null,null
CAGL0D03894g,null,null,null,2.970712636,0.264535079,1.163323504,0.808995981,0.246373021,0.265569893,2.533396911,1.050406796,0.962197457,1.850948951,0.955991582,0.752195862,2.905742546,0.346393572,0.87874978,-0.161184702,0.047437942,0.0087
CAGL0D03916g,null,null,null,0.371494693,1.303135102,0.1534875,0.29570873,1.586665115,1.091633912,1.708975257,0.657730698,0.701274669,1.490473824,0.0585,0.297093056,1.924003508,0.75000078,1.510281683,0.306694238,null,null
CAGL0D03938g,null,null,null,0.684899802,0.240694676,0.368158707,null,null,null,1.03269108,0.501101181,0.307278263,null,null,null,null,null,null,null,null,null
CAGL0D03960g,0.16693023,0.625151906,0.301468904,-0.511270032,0.434304591,1.116405418,0.629595336,0.352793488,0.278008779,0.71383441,0.393592111,0.097196404,0.932452369,0.272605086,0.275066843,-0.0156,0.287864796,0.905902572,-0.127028196,0.320959193,0.255594964
CAGL0D03982g,null,null,null,3.408188165,0.378734307,0.990166873,null,null,null,2.134351031,0.24409114,0.131884733,3.347241308,0.638963536,0.452116971,null,null,null,null,null,null
CAGL0D04004g,-0.099563472,0.583287332,0.403027064,-1.429987013,2.756477683,2.465860255,null,null,null,-0.718590442,0.07,0.0799,0.765816885,0.771970146,0.659207432,0.362867936,0.141602961,0.675132269,0.250997371,0.0153,0.0505
CAGL0D04026g,null,null,null,2.592874636,0.309212584,0.481015769,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CAGL0D04048g,0.667924078,0.0479,0.153101083,1.051016023,1.124570126,1.88348766,0.145575799,0.793202612,0.744060129,-0.382179884,0.0518,0.0676,0.611034346,0.412848986,0.4015403,-0.229849889,1.030767472,2.093510262,0.390952516,0.103393934,0.0286
CAGL0D04070g,null,null,null,2.115812453,0.262287973,0.817616006,null,null,null,-3.188101805,0.105285007,0.103711594,null,null,null,null,null,null,null,null,null
CAGL0D04092g,0.709375411,0.483362372,0.261442963,1.56309875,0.666365196,1.691571866,0.375543174,1.003360212,0.762948381,0.0772,0.159352839,0.0747,1.559921836,0.335996648,0.251794034,0.0496,0.582622555,1.306554016,0.236774953,0.0686,0.0054
CAGL0D04114g,-0.326590737,0.251226543,0.421688019,-1.589204487,0.866324193,0.303917396,-1.212653251,0.388184784,0.264621621,-1.43274501,0.854218436,1.269168724,-2.313075043,0.305977813,0.14851086,-1.728444082,0.514866353,1.280851213,-0.0514,0.195009621,0.177804187
CAGL0D04136g,0.162448898,0.13128545,0.57348429,-0.000136,0.501000577,1.367213026,0.202178149,null,null,-0.125296897,0.0704,0.0802,-0.25487277,0.328214339,0.229571892,0.0486,1.116385508,2.383969231,0.043607651,0.341780935,0.187978575
CAGL0D04158g,0.847402466,0.117842599,0.0326,1.674600187,0.190756964,0.29725737,0.577466887,0.772782847,0.64170273,0.456412402,0.265720061,0.212500589,null,null,null,-0.692730899,0.0311,0.102037752,-0.0589,0.0688,0.0862
CAGL0D04180g,-1.071991324,0.58233828,1.091571126,-1.896750775,0.193369762,0.294904841,null,null,null,0.0508,0.077641425,0.0851,null,null,null,-0.935875994,0.468345641,0.382752834,-0.170477069,0.0804,0.0939
CAGL0D04202g,null,null,null,-0.331517068,0.127686227,1.053727619,null,null,null,1.117889476,0.248303129,0.134734726,-1.034839213,0.374749734,0.558072075,-0.704443878,0.353725027,0.566217783,-0.431893882,0.246209101,0.205086218
CAGL0D04246g,0.20697171,1.218762674,1.783359924,-0.741473753,0.0382,0.0556,null,null,null,-0.554534117,0.37515747,0.220893632,null,null,null,null,null,null,0.807282146,0.119323693,0.0392
CAGL0D04268g,0.622409828,0.959430786,1.402397206,-0.49450267,0.347181945,0.858020226,0.726257476,0.102580592,0.036155779,0.845796483,0.11688775,0.0805,null,null,null,0.422632245,0.452675047,1.27541603,-0.0791,0.063889678,0.0829
CAGL0D04290g,-0.141188555,0.516610043,0.231451847,-0.842143243,0.123428119,0.945065883,-1.664961852,0.405960807,0.317952221,-0.44158036,0.317278958,0.419260613,-1.051925341,0.175495218,0.280117241,-0.371325801,0.213101579,0.718535806,-0.167683309,0.551295197,0.365507695
CAGL0D04312g,-0.436937513,0.686714546,0.188819584,-0.950068291,0.0881,0.132512177,0.321348788,0.167492912,0.075263195,-0.422083859,0.0441,0.00299,-0.463697847,null,null,-0.138704986,0.0231,0.106433009,-0.354971988,0.0374,0.0154
CAGL0D04356g,0.0275,0.988606055,1.519992619,1.370264001,0.339864018,1.21065275,0.636295437,0.359261623,0.19007492,0.201119715,0.330806147,0.188028141,0.542193936,1.276432332,1.087571007,-1.620531147,0.930223834,0.204575942,0.158919932,0.238542775,0.0588
CAGL0D04378g,-0.418106861,0.510242208,0.940382493,-0.397988636,0.0622,1.006582584,0.669604969,0.277399099,0.193319031,0.0236,0.386226548,0.237106657,-0.426032893,null,null,-0.210991238,null,null,-0.233527174,0.043042026,0.069
CAGL0D04400g,null,null,null,-0.00348,0.206624957,0.321801468,null,null,null,1.389639551,0.237876129,0.127680442,null,null,null,null,null,null,null,null,null
CAGL0D04422g,0.37641964,0.490359377,0.972744485,1.481109955,2.079502385,3.524043156,0.653166553,0.181479019,0.1193741,-0.694436228,0.271080108,0.216154102,-0.870596109,null,null,-0.288626022,0.415030208,0.292518771,0.185546955,0.0717,0.00746
CAGL0D04444g,null,null,null,2.427615997,0.475134006,0.74127418,null,null,null,-0.0143,0.0427,0.0615,null,null,null,-0.0565,null,null,2.131529623,null,null
CAGL0D04466g,0.649709042,0.523611282,1.25518476,0.0733,0.195404717,0.304444436,null,null,null,0.548400353,0.634790517,0.400264563,null,null,null,0.580806091,1.539927978,2.566908856,-0.135195506,0.484397107,0.367319552
CAGL0D04488g,null,null,null,-1.422030601,0.208511257,0.318323096,null,null,null,-1.961145046,0.0375,0.0579,null,null,null,null,null,null,null,null,null
CAGL0D04510g,0.571833757,0.663352764,0.776529233,-3.666444274,0.171022375,0.260371056,-0.067667753,0.943449958,0.61572517,-1.676982628,0.101583968,0.0496,-0.127475522,0.339488741,0.484526113,0.72685025,null,null,-0.0131,0.133315556,0.0485
CAGL0D04576g,-0.310565901,0.0834,0.783397079,0.700888317,2.348182958,3.342228373,0.0393,0.534264764,0.360922978,-0.376091144,0.721614447,0.319580754,-2.481658003,null,null,-1.550468149,null,null,-0.228807931,0.230827358,0.194729126
CAGL0D04620g,-0.321735015,0.051711383,0.782920931,1.54105588,0.0638,0.095,null,null,null,-0.433225219,null,null,-0.85420076,0.845456305,0.430127987,null,null,null,0.282840795,1.869310685,2.703376698
CAGL0D04708g,0.357087536,0.438970301,0.31208818,-0.23958549,0.486733704,1.34897446,-0.994203837,0.780011082,0.492591187,-2.977109998,0.311126828,0.346108827,-0.195779649,0.663658369,0.672250265,-2.415769341,1.225883489,2.087760503,-0.499296957,0.441585334,0.460185751
CAGL0D04730g,0.608991483,null,null,-0.309328058,null,null,0.88216351,null,null,0.290176396,0.162433933,0.076728725,null,null,null,0.561110972,0.367919189,0.506445968,0.107246515,null,null
CAGL0D04752g,0.47601658,0.479235794,0.273974866,0.616864431,1.757154762,0.977636143,0.729631412,0.447313231,0.285860234,0.025759764,0.800727407,0.78811097,1.150505266,0.284527768,0.144457709,0.537064734,0.0875,0.663073668,0.319102696,0.32031971,0.234320332
CAGL0D04774g,-0.274090101,0.594858078,0.481045785,0.066280824,0.179970243,0.274194361,0.204929624,0.13584111,0.191551144,-0.403125652,0.0546,0.00404,-0.216354965,0.570941859,0.443603791,-0.702756988,0.420342505,0.959890949,-0.165313403,0.12833001,0.0452
CAGL0D04818g,-0.348441626,0.338174799,0.614068972,3.005049814,0.0121,0.0154,-1.209780403,0.594135581,0.324543449,0.946795575,0.202997858,0.169850226,-0.910399305,null,null,-0.606807323,0.109512536,0.0589,-0.343573189,0.0915,0.020636625
CAGL0D04840g,null,null,null,1.291642624,0.277071824,0.424599192,null,null,null,2.178213727,0.290244623,0.16314725,null,null,null,null,null,null,null,null,null
CAGL0D04862g,-0.252137769,0.690741135,0.453665818,-1.537180623,0.328639835,0.504844449,null,null,null,-0.249719214,0.173532839,0.084216389,-0.220180547,null,null,null,null,null,-0.71061224,0.332407964,0.181677127
CAGL0D04884g,-1.046897726,0.41061045,0.451418014,-3.72820286,0.148049994,0.224903977,-1.688884938,0.177851526,0.0815,-2.637810018,0.454046083,0.341929604,-2.582349137,null,null,-1.255879274,0.426586254,0.358638671,-0.337254758,0.00686,0.0357
CAGL0D04928g,-0.269142065,0.0515,0.783079788,-1.691068531,0.579771577,0.6033739,0.119895999,1.924841498,2.031431373,0.114451163,0.416314962,0.315800636,-1.184511818,0.33555714,0.291763734,-0.131267175,0.123491751,0.656839858,-0.713754239,0.057,0.00232
CAGL0D04950g,0.511374131,0.419519612,0.409630469,1.784729207,0.919386482,1.708280545,null,null,null,-3.377712974,0.116799084,0.111489798,0.25723104,0.13346511,0.177415652,-0.32951276,0.220725201,0.558363081,-0.0476,0.227059419,0.111083873
CAGL0D05016g,-0.59395558,0.358090594,0.475996761,-0.0926,0.446276078,1.354126507,-1.028938196,0.775908755,0.598480365,1.839903505,0.269495048,0.21507354,-2.232933446,null,null,-0.845418905,null,null,0.816625944,1.453420068,1.335391346
CAGL0D05060g,-0.894106153,0.283449781,0.612325882,-1.763930537,0.521100723,0.556748158,-1.111126506,1.111049592,0.932686447,-1.775933345,0.299381559,0.235470256,-1.959927575,null,null,-1.23535002,0.39510807,0.360877857,0.275127478,null,null
CAGL0D05082g,1.223419452,1.362729106,0.388863906,2.232222534,0.0279,0.974975671,4.660916736,0.582886323,0.316706579,2.858904626,0.625445824,0.573388185,0.908599101,0.846182244,0.650780724,3.255525003,0.472961681,0.995765183,-0.189978403,0.0641,0.00242
CAGL0D05148g,0.858173858,0.284102576,0.419721485,1.06138996,0.113609974,0.171784014,-0.445317931,1.662960492,1.682056773,-0.293546886,0.349220161,0.269598276,0.201687441,0.486457621,0.435551349,-0.764210515,0.821595378,0.135501526,0.227729586,0.168359674,0.152774928
CAGL0D05192g,-0.353065132,0.621838666,0.515349695,2.159938536,0.838449178,1.629367688,-0.2037103,0.509916252,0.367520539,-0.206539331,0.402036136,0.682801912,2.120619889,0.551307006,0.542709559,-0.175540963,0.0475,0.662737989,0.476708427,0.121507072,0.0407
CAGL0D05236g,null,null,null,0.132612585,0.711558088,1.121022704,null,null,null,-0.348772309,0.140375914,0.0619,null,null,null,null,null,null,0.867297463,null,null
CAGL0D05258g,-0.186142389,0.947473677,0.194978851,-1.990137587,0.639503998,0.997250963,-0.418101346,1.046520868,0.641495716,-0.687998825,0.0735,0.299034698,-1.232648562,0.524380644,0.322671433,-0.0263,0.62960718,1.320834163,-0.370492657,0.0289,0.021
CAGL0D05302g,1.37741003,0.379754287,0.423696983,0.85396226,0.385477321,1.259391039,0.631034482,0.0521,0.057,0.952513005,0.505672021,0.482595348,-0.00265,1.315018619,0.777035369,0.19950679,0.455117107,0.493427639,0.0334,0.120765572,0.120908263
CAGL0D05324g,null,null,null,-1.406876138,0.324726999,0.498745002,1.096883749,0.761621397,0.355761155,0.027,0.318070755,0.248250514,-1.164411224,1.048726923,0.667849432,null,null,null,-0.275146221,null,null
CAGL0D05346g,0.211884134,0.341820119,0.622816058,-0.0401,0.345483206,1.036130966,-0.303483375,0.118104142,0.143758395,-0.347434496,0.61915533,0.389308629,-1.107825281,0.231542631,0.0643,-0.902946051,0.140477352,0.716196258,0.35585385,null,null
CAGL0D05368g,0.352978135,0.586297839,1.128618301,1.42673677,0.813520458,0.316093417,-0.641174887,0.607173139,0.344179641,0.75266118,0.938992306,0.624724365,1.247961708,0.713038413,0.676410727,0.411906307,0.391715667,1.025890313,-0.647612937,0.0721,0.00775
CAGL0D05412g,0.721601587,0.148183428,0.710803232,1.619413367,0.324527617,1.211439567,-1.065019792,null,null,0.264451975,0.193693858,0.097824162,0.967610171,null,null,0.647494337,null,null,0.0418,0.208872374,0.179965059
CAGL0D05434g,-0.00552,0.904151726,1.017138347,1.11843981,0.200581181,1.013103942,-0.0477,0.271832208,0.271516077,0.494463298,0.269037743,0.258128483,1.923172527,0.217300339,0.312242411,0.898996197,0.627081158,1.282834422,-0.359943008,0.266406226,0.218703477
CAGL0D05456g,null,null,null,1.600024533,0.141973196,0.215526956,null,null,null,-0.345098416,0.080555343,0.0215,null,null,null,null,null,null,null,null,null
CAGL0D05478g,0.00275,0.596084707,0.233291455,0.306826833,0.0886,0.133191602,0.293958583,0.45891907,0.300674178,0.701538545,0.234953308,0.331093242,0.908306157,0.785201084,0.85318134,0.978878595,0.682353346,1.205121548,-0.204717433,0.175076015,0.157278153
CAGL0D05500g,-0.433660978,0.218562115,0.58712788,-2.800872541,0.317720827,0.487828137,-0.0263,0.120045666,0.0913,-1.34235958,0.0456,0.0634,null,null,null,-1.151583115,0.17351066,0.215353051,-0.11502681,0.0341,0.0176
CAGL0D05522g,1.226037417,1.000127317,0.33065506,0.470817555,0.307153494,1.212717634,0.469027539,0.329218973,0.167112343,0.669203292,0.713593734,0.788991463,0.91866907,0.0937,0.18784578,0.899746787,0.464552923,1.099950985,0.65145518,0.127103302,0.12514752
CAGL0D05544g,-0.439417501,0.238482393,0.454651884,-0.0394,0.0917,0.138070472,0.0599,0.145299474,0.1763068,-0.974631631,0.158970243,0.074392489,-0.297672985,0.286127192,0.136571499,-1.263571788,0.558923145,0.509865498,null,null,null
CAGL0D05566g,-0.544798879,0.529395699,1.260374138,-0.0596,0.214865756,0.334555653,0.906581906,0.717186043,0.406087352,4.13490255,0.291776135,0.164185977,-0.436965191,0.329965863,0.203818498,-1.01173509,0.731853011,0.413838345,-0.0295,0.457759915,0.266321313
CAGL0D05588g,-0.697809037,0.221012728,0.498491847,-2.173095465,1.302963242,0.649566596,-1.220721661,0.875748899,0.763664474,-3.072591145,0.142377211,0.128781877,-2.862638887,null,null,-0.993645232,0.0683,0.886610863,-0.289385936,0.182807056,0.162463834
CAGL0D05610g,null,null,null,-0.385880241,0.111257896,0.168158149,0.0415,null,null,0.222272404,1.078933811,0.52397537,-1.842830824,0.228157633,0.280930344,-0.916518276,0.390398532,0.528122834,0.183167554,0.198708607,0.173137392
CAGL0D05654g,null,null,null,-0.50170212,0.746424569,1.171381204,0.237690538,2.092747641,1.5211066,3.168459648,0.244319232,0.132039054,null,null,null,null,null,null,null,null,null
CAGL0D05676g,0.221703093,1.02377524,1.678101875,0.474434857,0.209157878,0.32572107,null,null,null,0.00974,1.777857815,1.309176929,0.66988279,1.471935293,1.378103086,0.547307119,0.854927366,0.355388506,-0.0408,null,null
CAGL0D05698g,null,null,null,1.849036661,0.0421,0.0616,0.249287075,null,null,null,null,null,null,null,null,1.829837819,null,null,null,null,null
CAGL0D05720g,null,null,null,0.162056509,0.109959298,0.172529665,null,null,null,-0.0648,0.411876227,0.312734064,null,null,null,null,null,null,null,null,null
CAGL0D05742g,0.480281049,0.3461138,0.380352991,0.0659925,0.454300498,0.764125877,-0.704962277,null,null,-0.105370378,0.253639583,0.329147123,-0.167724863,0.0814,0.171283027,-0.160438244,0.057931719,0.667083072,-0.202972116,0.0625,0.0898
CAGL0D05786g,-0.201391924,0.313337639,0.214599695,-1.215330199,0.115196781,0.180604485,0.25389277,0.710875273,0.454765643,-0.456628816,0.0262,0.0151,-1.367624967,null,null,0.470293232,0.296289327,0.56994105,-0.028,null,null
CAGL0D05808g,0.213909822,0.186286551,0.602596304,0.281964146,0.6939117,1.522040463,0.628682901,0.244725268,0.165628929,0.532976159,0.0919,0.0947,-0.0476,null,null,0.472721732,1.157030688,0.936277164,0.0024,0.00752,0.0353
CAGL0D05852g,null,null,null,0.481065559,0.256724066,1.102953001,null,null,null,0.17867719,0.345670725,0.20518158,0.344173523,null,null,1.341549785,null,null,0.349799729,null,null
CAGL0D05874g,-0.604832984,0.185925583,0.46494403,-2.738578417,0.135792241,0.212369314,-1.165141258,0.0638,0.0128,-2.840301793,0.0708,0.0804,null,null,null,-1.881706066,0.17742208,0.217536764,-0.406267075,0.299160874,0.240833391
CAGL0D05896g,0.0068,0.831699602,0.139051149,-0.436867017,0.0879,0.132091285,null,null,null,-0.359424898,0.170435913,0.147774328,-0.317077736,null,null,-0.0467,0.195516035,0.472831097,-0.278904018,0.059205797,0.0798
CAGL0D05918g,0.143180695,0.946153506,0.202400818,0.0765,0.92093698,0.223337218,0.2882187,0.839906683,0.484637498,0.291858242,0.132607458,0.345368535,1.477733562,0.115519821,0.0931,0.920929955,0.47644476,0.989395674,-0.458243613,0.326607328,0.177779289
CAGL0D05940g,-1.998609164,0.248913631,0.440354119,-2.725793713,0.806994896,0.785542967,-0.416363197,0.634912889,0.318285287,-1.769526062,2.016733392,2.627266533,-1.98786019,0.258840839,0.128792649,-2.769187736,1.136819115,2.549390066,0.361987834,0.298001406,0.121170948
CAGL0D05962g,-1.106726159,null,null,1.273714493,0.0673,0.106745997,-0.0154,null,null,-0.0598,0.00292,0.0307,null,null,null,0.505152499,null,null,0.770082822,0.22773746,0.111537076
CAGL0D06006g,0.532338639,1.149200576,1.381906179,-0.0918,0.278302397,0.426510731,-0.838463118,0.325016854,0.222384677,0.727961512,0.235456255,0.126043784,null,null,null,null,null,null,-0.0222,0.272464595,0.141462224
CAGL0D06050g,0.308709435,0.727680183,0.792579921,-2.089615798,0.31755517,0.487570085,-0.546083184,0.0813,0.0166,-0.443318754,0.0303,0.0123,null,null,null,null,null,null,-0.277115169,0.0976,0.105392594
CAGL0D06094g,-0.172404993,0.243269238,0.777996208,-1.555956531,0.63009349,1.056176187,-1.210747219,0.712761917,0.5311106,-1.687188843,0.614902435,0.897263245,-1.972683147,0.143781041,0.17648652,-1.508437794,0.676699717,1.407094586,-0.00697,0.0829,0.0149
CAGL0D06138g,1.451949367,0.523835133,0.322658689,-0.102249949,0.195575985,1.107344689,0.577339619,0.69586909,0.459445032,0.17516484,0.398680919,0.401935606,-0.1013238,0.387459885,0.306220481,0.816295728,0.261217684,0.483426128,0.0254,0.519957666,0.265190582
CAGL0D06160g,-0.182389605,0.194554049,0.517402097,-1.357279245,0.163135978,0.248191746,1.625725168,0.438013664,0.213527271,-0.329428241,0.107474339,0.105190311,-1.053800058,0.449743027,0.345130231,-1.12993592,0.325162053,0.994044135,-0.536175824,0.115899809,0.036914119
CAGL0D06182g,-0.346837294,0.332839424,0.61822728,-0.530800774,0.128037933,0.870603484,0.664746253,0.361808738,0.334334072,-0.194520727,0.350964344,0.433206201,-1.549654412,1.150927461,0.687838587,-0.391240033,0.419847993,0.961397632,-0.0629,0.0027,0.0421
CAGL0D06204g,null,null,null,-0.083773437,0.01326424,0.0172,null,null,null,-0.150811904,0.149328948,0.133484979,-1.026109647,null,null,0.338541457,0.204333058,0.716679501,-0.331064889,null,null
CAGL0D06226g,-0.352452962,null,null,-0.0624,0.861248066,1.368918119,0.631055999,null,null,0.348916864,0.0473,0.0646,null,null,null,null,null,null,null,null,null
CAGL0D06270g,0.118969052,0.565386244,1.292891608,0.75473809,0.0573,0.0851,0.476202709,0.52718306,0.32342686,0.44024204,0.120201863,0.0506,1.013993073,0.831090043,0.462601774,0.830641001,0.388417224,0.293036292,-0.687790661,0.259634298,0.214135401
CAGL0D06292g,0.959214545,0.437151959,0.29466021,0.835652851,0.120730111,0.918750122,1.366709376,0.279205892,0.142903048,1.258640752,0.236733681,0.506238093,0.349075464,0.208094548,0.316327512,0.906460723,0.391019465,0.31761365,-0.25408619,0.200825769,0.174559268
CAGL0D06314g,0.35567368,0.540371042,0.278160421,-1.32524413,0.534195006,1.377601625,-0.855997618,1.786598043,1.274654273,-3.20555164,0.0431,0.00369,-1.304196344,0.115297546,0.343291229,-0.0191,0.522180898,0.875059313,-0.394037971,0.353706378,0.277826354
CAGL0D06336g,0.311385055,0.638391024,0.28933956,2.487328409,0.0608,0.0967,null,null,null,0.519031814,0.241631991,0.196099432,null,null,null,-0.682194563,0.123772337,0.730903678,-0.323040353,0.055,0.077
CAGL0D06380g,null,null,null,3.334428962,0.415263538,0.646888532,null,null,null,-0.0878,0.0251,0.049622198,null,null,null,1.098624689,null,null,null,null,null
CAGL0D06402g,0.728604453,0.529702937,0.423253492,3.093699172,0.567024776,0.499103075,1.195746778,0.141723092,0.106891921,2.220302745,0.691405908,0.585256629,2.984127917,0.706208893,0.619347023,2.015850016,0.646876355,1.326763431,0.80958142,0.0696,0.00605
CAGL0D06424g,0.0083,1.428333189,0.452588955,2.527667175,0.341876269,0.743934548,0.162668539,0.439626332,0.206053459,0.236546516,0.459288159,0.330116483,2.315282111,0.482938012,0.401034847,0.418303437,0.727416711,0.137307061,0.0774,0.450765667,0.219756164
CAGL0D06446g,-0.430240025,0.339130268,0.564038632,-1.091296428,0.326621385,0.501697798,0.0576,null,null,0.0507,0.244855113,0.320721318,0.478606905,null,null,-0.141625991,0.652691588,0.266007926,-0.358085444,0.126989749,0.125071555
CAGL0D06490g,null,null,null,0.49319371,null,null,null,null,null,-0.822033404,1.400928329,0.929427881,null,null,null,null,null,null,-0.014,null,null
CAGL0D06512g,-0.0869,0.0288,0.0744,0.29287668,1.438847336,3.154980714,0.146049893,0.00919,0.0201,-0.259184179,0.769079089,0.8315137,1.147483198,0.760349939,0.646949921,0.797968488,0.887632057,1.593292794,0.663697283,null,null
CAGL0D06534g,null,null,null,0.880229433,0.336288051,0.523222784,null,null,null,-0.060630972,0.224335863,0.184339785,null,null,null,1.532391752,0.0306,0.102322395,null,null,null
CAGL0D06556g,-0.386581027,0.742731701,0.289995173,-1.109194053,0.716333654,0.409997852,-1.294879627,0.15782298,0.110638546,-0.996911629,0.456348489,0.745041848,-0.764828074,0.0982,0.145817,-1.234345545,0.525446222,0.138442524,-0.256193952,0.111807842,0.138707457
CAGL0D06622g,-0.53605447,0.0686,0.0226,-2.650686683,null,null,-0.986753892,0.487708361,0.270059696,-0.970815101,0.397188189,0.24608061,-1.196153893,1.128737736,1.246767097,-0.639762311,0.453017711,0.320050937,-0.366290339,0.427412446,0.328134491
CAGL0D06644g,null,null,null,-1.637610535,null,null,null,null,null,-0.741030878,0.126169357,0.117822389,null,null,null,-0.779199709,null,null,-0.281716617,0.0085,0.119972939
CAGL0D06688g,0.433910503,1.128841876,0.473674571,5.048910938,0.149401885,0.847777246,0.312117709,0.511447926,0.346143878,1.341249648,0.858422317,0.540634708,4.973127966,0.47570452,0.41291323,1.016833835,0.163088776,0.677682079,0.276174128,0.0272,0.0222
CAGL0D06710g,null,null,null,-2.144497361,0.620160218,0.966054244,null,null,null,-2.728575248,0.417688016,0.316749534,-1.140115622,0.0783,0.10747959,-0.123562667,0.247903517,0.5089169,null,null,null
CAGL0E00187g,null,null,null,0.412671277,0.180586985,0.281536326,null,null,null,1.302955579,0.418267912,0.250351749,1.193358765,0.847781392,0.774068559,1.113541484,0.162392692,0.52972017,null,null,null
CAGL0E00275g,1.48845452,null,null,-0.353478701,0.17203224,0.268317589,null,null,null,1.300192165,null,null,null,null,null,null,null,null,null,null,null
CAGL0E00385g,0.125399992,1.01011702,0.19108092,-0.588993567,0.280032803,0.869335899,-0.417077337,1.079837893,0.749146042,-0.057114347,0.516721055,0.305532904,-0.588632318,null,null,0.449885838,0.258758394,0.827814621,-0.475412866,0.084,0.0963
CAGL0E00407g,null,null,null,-0.212872042,0.500224208,0.774457662,null,null,null,-1.706833459,0.718435985,0.528808931,null,null,null,1.158685728,null,null,0.322807542,0.34586134,0.272494215
CAGL0E00429g,-0.609619137,2.156813944,3.018510237,2.189199315,0.384917745,0.599266278,null,null,null,-0.623967413,0.191230279,0.0962,-0.255684801,0.542602252,0.184177171,0.725382872,0.117817657,0.727997116,-0.0674,0.18803449,0.165971511
CAGL0E00451g,-0.162183682,0.654763333,0.247302964,-0.686458162,0.88266656,0.258723649,-0.0256,0.548518159,0.287383193,-0.363637947,0.351417932,0.1984209,-0.664581724,0.400485075,0.280149637,0.525149308,0.922583924,0.238531445,0.298077531,0.811263336,0.82480129
CAGL0E00473g,null,null,null,-0.661269499,0.147453275,0.23036377,null,null,null,-0.0196,0.182432228,0.0902,null,null,null,0.152426109,null,null,0.526292447,0.645725985,0.395231062
CAGL0E00495g,0.0376,0.598384065,1.08991362,-0.810372241,0.327562215,0.7164368,-0.576516687,0.436484505,0.290152049,-0.386151392,0.228073635,0.334406088,-0.600889814,0.135129854,0.0366,-0.463642769,0.630734754,0.293494759,0.162099915,0.00969,0.0468
CAGL0E00517g,-0.295719192,0.06,0.628557219,-1.396310828,1.435471122,2.748105151,1.383694454,5.161538931,12.33260914,0.354029374,0.234306589,0.191117215,-2.311350476,null,null,-3.076503611,0.948957234,0.674438355,0.0986,0.00201,0.039
CAGL0E00539g,0.648262203,null,null,0.436289601,0.336877636,0.524142865,null,null,null,0.640560207,0.486114547,0.364228739,0.5975881,0.223462245,0.0307,0.506133678,0.066228132,0.155739196,0.253595567,0.104042527,0.109727847
CAGL0E00561g,0.614909359,0.386232302,0.539320499,-0.555829194,0.19558114,0.298323976,null,null,null,0.235448521,0.585199012,0.545816954,null,null,null,0.92645928,0.184056004,0.521561992,0.967219287,2.191687576,3.458603428
CAGL0E00583g,0.841388583,1.2944856,1.884445854,0.804972565,0.202935593,0.316093196,1.021994982,0.761426677,0.437825467,1.515666775,0.014555848,0.0229,1.271310538,0.632971036,0.547056828,1.057732204,0.905030579,1.783124186,0.35343525,null,null
CAGL0E00627g,null,null,null,-0.311541556,0.130822051,0.198324695,null,null,null,0.389277327,0.661154007,0.418791632,null,null,null,1.241123455,null,null,null,null,null
CAGL0E00649g,null,null,null,0.606113832,1.58880253,0.470562283,null,null,null,2.157207993,0.0487,0.0655,2.63802092,0.389834022,0.570802979,2.181080133,0.913244103,1.516815332,null,null,null
