Scan REF,Wt_oxidative_stress_1;Wt_oxidative_stress_2,Wt_oxidative_stress_1;Wt_oxidative_stress_2,Wt_oxidative_stress_1;Wt_oxidative_stress_2,Wt_glucose_starvation_1;Wt_glucose_starvation_2,Wt_glucose_starvation_1;Wt_glucose_starvation_2,Wt_glucose_starvation_1;Wt_glucose_starvation_2,Wt_heat_stress_1;Wt_heat_stress_2,Wt_heat_stress_1;Wt_heat_stress_2,Wt_heat_stress_1;Wt_heat_stress_2,Wt_osmotic_stress_1;Wt_osmotic_stress_2,Wt_osmotic_stress_1;Wt_osmotic_stress_2,Wt_osmotic_stress_1;Wt_osmotic_stress_2,Wt_msn24_glucose_starvation_1;Wt_msn24_glucose_starvation_2,Wt_msn24_glucose_starvation_1;Wt_msn24_glucose_starvation_2,Wt_msn24_glucose_starvation_1;Wt_msn24_glucose_starvation_2,Wt_msn24_osmotic_stress_1;Wt_msn24_osmotic_stress_2,Wt_msn24_osmotic_stress_1;Wt_msn24_osmotic_stress_2,Wt_msn24_osmotic_stress_1;Wt_msn24_osmotic_stress_2,Msn2_overexpression_1;Msn2_overexpression_2,Msn2_overexpression_1;Msn2_overexpression_2,Msn2_overexpression_1;Msn2_overexpression_2
Reporter REF,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2,Software Unknown:MR_Norm_log2,Software Unknown:SD_Norm_log2,Software Unknown:CV_Norm_log2
CAGL0J03498g,0.652521689,0.209794412,0.644442046,1.220570897,0.63102565,1.458319893,0.13164223,0.163572381,0.135261672,0.293713483,0.543267083,0.451025042,0.701884035,0.327079423,0.223895728,0.715483838,0.360486718,0.516566649,0.369553165,0.0143,0.0498
CAGL0J03520g,0.18970612,0.330437876,0.374144801,1.193385716,0.226837165,1.160661576,-0.892393201,0.500476932,0.369236065,0.0839,0.275607917,0.371833245,0.606872694,0.178884024,0.246836931,-0.0369,0.206221243,0.606033024,0.188080092,0.111014701,0.170793652
CAGL0J03542g,null,null,null,0.978422921,null,null,null,null,null,1.177823252,0.321325272,0.184246094,1.88113065,null,null,2.340104215,0.445306493,1.016348196,null,null,null
CAGL0J03564g,-0.0946,0.755957362,0.707681068,0.7040655,0.398582541,0.700296054,0.556889281,0.212192208,0.122815321,0.59235898,0.695309148,0.588050777,0.97861198,0.0607,0.2009809,0.25345472,0.305449631,0.441307722,0.00155,null,null
CAGL0J03608g,-0.218149381,0.175645632,0.851822451,-0.52652505,0.271322205,0.803634326,0.786821069,0.26183478,0.205994517,0.748387042,0.616833013,0.918796411,-0.278404104,0.222226147,0.210178575,0.933304246,0.113996731,0.750938582,0.295232778,0.00869,0.0461
CAGL0J03652g,-0.293680538,0.627019137,0.256173458,-1.348167489,0.882289208,0.336717517,-1.289981724,0.558815283,0.381942603,-1.012253387,0.475274377,0.50036557,-1.197827987,0.326153257,0.247887725,-0.91054567,0.727566357,0.069297041,-0.40665732,0.14922519,0.174701645
CAGL0J03674g,null,null,null,-1.351763324,null,null,0.260506946,0.533049583,0.29263649,2.21318175,0.629004162,0.396207226,1.990926136,0.470844253,0.6397255,0.109673606,0.454947833,0.130722528,0.255259654,0.00625,0.0361
CAGL0J03696g,-0.850347394,null,null,-1.582777279,0.406710059,0.626960458,1.243894667,null,null,-0.610102981,null,null,null,null,null,0.284597344,0.670481156,0.103856711,-0.322019375,0.146716922,0.057456061
CAGL0J03718g,-0.740537007,0.988100781,0.330352086,0.768547473,null,null,-0.740392308,0.785303923,0.681468724,-0.120932315,0.502380339,0.308161084,-2.007103387,null,null,-1.297010887,0.742046268,1.584378245,-0.324924967,0.846244972,0.862153028
CAGL0J03762g,0.288316562,null,null,-1.288276213,0.261674229,1.01938387,0.842635146,null,null,-0.024826931,0.673022866,0.42715517,-0.838048041,1.093016965,0.899453311,-0.409086755,1.035602244,1.861425046,0.0323,0.288363632,0.152115272
CAGL0J03806g,0.484593946,0.314747807,0.786169092,1.496966451,0.275783729,1.257443166,-0.13277655,0.528735212,0.377953252,0.19877957,0.0491,0.19775937,1.597787683,0.120753613,0.226786204,0.581394892,0.368790403,0.994753032,0.139730178,0.131893335,0.102785907
CAGL0J03828g,0.00263,0.67218135,0.563401995,0.160620339,0.179834362,0.830308171,0.561144259,0.505945249,0.198274635,0.796610313,0.360283998,0.330319821,0.977131351,0.401424,0.372184687,0.766188188,0.136995064,0.758335356,-0.136855229,0.055,0.077
CAGL0J03850g,0.606119483,0.446578632,0.32109976,0.809709671,0.55773511,1.396603457,-0.385202416,1.104110573,1.079407542,-0.309639091,0.320549651,0.264605914,0.400351189,0.111109397,0.220453027,-0.634724876,0.275454154,0.590418627,-0.0725,0.120438055,0.02
CAGL0J03872g,0.798994067,null,null,-0.345559456,0.101785175,0.159929569,-0.497073268,null,null,null,null,null,null,null,null,null,null,null,-0.0171,null,null
CAGL0J03894g,0.100983486,0.000772,0.100214262,-1.921376591,0.339122614,0.527646686,null,null,null,-1.008586315,0.0141,0.0232,-2.107016928,null,null,-0.468796409,0.677384505,0.506078893,-0.105856051,0.285066527,0.14990533
CAGL0J03938g,null,null,null,-0.341859201,null,null,null,null,null,-1.468064547,0.390517266,0.297998325,null,null,null,null,null,null,0.312960225,0.229483401,0.112704116
CAGL0J03960g,null,null,null,3.15730689,2.148531225,1.254884128,1.253809776,0.0214,0.0127,0.969182556,1.231841535,2.091494423,4.320455353,0.266850225,0.371330504,1.759222749,0.794353367,1.61208476,1.500201063,1.725957576,2.23826355
CAGL0J03982g,null,null,null,0.455435637,null,null,null,null,null,-2.051723612,0.306807968,0.240546242,null,null,null,null,null,null,null,null,null
CAGL0J04004g,null,null,null,1.745782115,2.663963947,1.520809552,null,null,null,2.137917082,0.968133197,0.640489469,null,null,null,null,null,null,null,null,null
CAGL0J04070g,-0.611291338,0.184190655,0.106939273,-1.84612689,0.471971761,0.669852173,-0.512829718,0.56863074,0.273438943,-2.708215004,0.742767165,1.107448287,-2.746716447,1.0546097,1.149986536,-2.81872349,0.286092202,0.545622802,0.369296706,0.132791554,0.0766
CAGL0J04092g,null,null,null,0.697891448,null,null,null,null,null,1.359004732,0.362589742,0.212325034,null,null,null,null,null,null,0.762712269,null,null
CAGL0J04136g,null,null,null,0.564170007,0.165207553,0.257775521,null,null,null,0.53979595,0.355766329,0.20767627,null,null,null,null,null,null,0.510313057,0.541796518,0.407079579
CAGL0J04158g,0.54243777,0.090844818,0.753464866,-1.132241695,2.467526971,1.844433042,1.374074528,2.104200616,1.616912419,1.556982642,0.691291689,0.558616209,0.620283804,null,null,1.650633596,0.464251056,0.978570357,0.157239742,null,null
CAGL0J04180g,1.869495414,1.253890336,0.303762913,-0.667252496,null,null,-0.0537,0.833804498,0.522060637,-0.609596847,0.420030785,0.25155864,0.0566,null,null,1.82812897,null,null,-0.10363105,0.131191165,0.0471
CAGL0J04202g,null,null,null,4.530619676,0.46671264,1.054558816,4.92979302,0.649051777,0.548743614,4.975438105,0.611621961,0.334805116,3.808108315,1.162231637,0.92157106,4.430642547,1.077052867,1.742657411,1.138284504,0.692919458,0.653470465
CAGL0J04224g,0.457748784,0.282992658,0.802021925,0.644675057,0.179316408,0.273184095,2.464286425,0.562412323,0.337440908,1.23426412,0.357521928,0.208872129,0.566565944,null,null,0.819297505,0.744295272,1.621799275,-0.194144896,0.181806423,0.161792518
CAGL0J04246g,-0.0158,0.438056303,1.056444658,1.498515585,0.177188305,0.276284128,-0.271706392,0.758512564,0.50478302,0.303550132,0.416933443,0.239807659,-0.109659227,null,null,0.540391014,1.162148937,0.988246504,0.396054218,0.374212234,0.291783435
CAGL0J04268g,-0.440799934,1.016372337,1.522139857,4.055213679,0.288642754,1.072685328,-0.10771983,null,null,1.168955249,0.385784817,0.228145817,2.210685358,1.475596596,1.688013105,-0.0632,0.240133239,0.252662542,0.524499196,0.385282556,0.217278763
CAGL0J04312g,1.195273485,0.532743306,0.33217645,0.551019122,0.357031999,1.179340473,0.868755467,null,null,0.92082001,0.285186993,0.516404791,0.670499493,0.388025415,0.285000759,1.071121414,0.369623377,0.471001354,0.128310762,0.183646787,0.163027232
CAGL0J04334g,0.535374492,null,null,-0.855486813,0.061,1.115825881,null,null,null,0.0388,0.218459378,0.180347416,null,null,null,0.336401465,0.173766619,0.215495926,-0.366322214,null,null
CAGL0J04378g,0.117287527,0.250751839,0.656515227,0.0439,0.138695767,0.853671105,null,null,null,0.158531927,0.0984,0.0991,0.309607382,0.175937451,0.126269893,0.391257504,0.516542304,1.182700871,0.200625987,0.0762,0.010460188
CAGL0J04400g,null,null,null,1.318847053,0.620559743,0.973358376,0.17625891,null,null,1.365702119,null,null,null,null,null,null,null,null,null,null,null
CAGL0J04422g,0.52610722,0.616749874,0.465234068,0.718852334,0.221326534,0.344558728,0.68910757,0.936743378,0.718073306,1.051632253,0.0418,0.0609,0.851151102,0.100838783,0.123506657,0.361178592,null,null,-0.141487716,0.142429954,0.0546
CAGL0J04444g,0.417879794,0.00544,0.0882,0.21336081,2.437043653,0.658528543,0.938354773,null,null,0.111310398,0.174764451,0.150706639,null,null,null,0.246959361,0.0674,0.156366339,-0.552809938,0.395320356,0.224053187
CAGL0J04466g,0.460769051,0.354840503,0.389061525,2.418472179,2.304486052,3.19312828,1.047496474,0.328145778,0.272340477,-0.121795088,0.500781923,0.52741803,0.20293713,0.142709715,0.186385759,0.456878582,0.14175706,0.529252187,-0.0101,0.34286113,0.188705043
CAGL0J04510g,-0.18800728,0.255166226,0.586806876,-0.647730791,0.442952204,0.774731528,-0.708903197,0.492788261,0.342581018,-1.216192371,0.147501755,0.0667,-1.610526972,0.604518,0.735926152,-0.736422341,0.35695228,0.383276593,0.174613011,0.230519244,0.113396545
CAGL0J04532g,-0.976554983,1.471383812,2.023233751,1.567770517,null,null,2.146741625,2.856749818,2.696712935,0.855928618,0.437294048,0.26338741,null,null,null,null,null,null,-0.398029872,0.143374647,0.136036919
CAGL0J04554g,-0.149642182,0.959928435,1.242422285,1.141076549,0.0227,0.967387535,0.655994477,0.926621345,0.596124473,-0.584770437,0.26608835,0.212751575,0.282604175,1.30736981,1.334794132,-1.133286352,0.894421569,0.19589375,0.0678,0.223374979,0.108621413
CAGL0J04576g,null,null,null,-2.745162764,0.746194822,1.171003762,null,null,null,-1.574163278,0.904391356,0.665383246,-2.248002468,null,null,-1.484799271,0.250169575,0.258305389,-0.403010051,0.375482931,0.292649276
CAGL0J04598g,-0.0373,null,null,-1.718422543,0.165153751,0.251307522,-0.267173289,0.365731573,0.195334968,-1.430229531,0.489168607,0.366357017,-2.608038578,null,null,-0.993914898,0.514097335,1.008834416,-0.088185284,0.174399149,0.0759
CAGL0J04620g,0.974947758,0.39305764,0.690307503,0.250724301,0.810507253,1.606182133,1.354940064,0.473531779,0.367452858,0.124801508,0.0856,0.231775996,-0.67366685,0.463385049,0.350166148,-0.296116771,0.682758076,1.176848562,0.209717112,0.124732636,0.042800801
CAGL0J04642g,null,null,null,0.593804818,null,null,0.373768837,0.601147653,0.323944841,0.731645577,0.158464315,0.139667751,null,null,null,null,null,null,-0.469790531,0.0399,0.0137
CAGL0J04664g,0.715122572,0.676972894,0.826883358,0.517921818,1.168489653,2.329585664,-0.259505131,0.679368897,0.558816771,-0.250004851,0.447746829,0.555497891,0.609960855,0.476706665,0.397507665,-0.35799214,0.258468315,0.881346911,0.766181149,0.346530945,0.386062765
CAGL0J04686g,null,null,null,-1.711024469,null,null,null,null,null,-2.533102141,0.450752082,0.339643965,null,null,null,0.518314532,null,null,-0.404732526,0.294630625,0.237769065
CAGL0J04708g,-1.375946821,0.0977,0.563357904,-0.209149186,null,null,-0.129660462,1.166815172,0.866260919,0.173448371,0.162327384,0.142283093,null,null,null,-0.842547815,0.321076606,0.298358238,-0.580240697,0.10753568,0.112062607
CAGL0J04752g,-0.0441,0.0804,0.189552028,0.225216749,0.572309414,0.895866019,1.037257561,0.56823273,0.341515531,0.954958672,0.0831,0.0233,0.956512462,null,null,1.118043743,null,null,-0.029,0.0388,0.0144
CAGL0J04774g,0.364914539,0.434237405,0.301827605,0.72501575,null,null,null,null,null,-3.224025684,0.101931456,0.101446773,-0.85084246,null,null,-0.21010479,null,null,-0.379682323,0.061,0.081
CAGL0J04796g,-0.109530113,2.05983078,2.83478794,0.419896699,null,null,null,null,null,-0.238815597,0.755399493,0.614741029,null,null,null,null,null,null,null,null,null
CAGL0J04818g,0.233175557,0.503391677,0.24423589,1.368312174,0.389775844,0.656884223,0.778326706,0.717271076,0.418715421,1.008999976,0.085,0.09,0.627354905,0.930961335,1.020779946,0.381295806,0.584928619,0.433215449,-0.141325252,0.0289,0.0211
CAGL0J04840g,0.911911044,0.963896378,1.469214569,0.660195628,null,null,null,null,null,-0.180429366,0.382921095,0.292765614,null,null,null,-0.374750845,null,null,-0.000163,0.480902223,0.364908386
CAGL0J04862g,1.652620802,null,null,null,null,null,null,null,null,0.151237349,0.172869899,0.0838,1.077328145,null,null,null,null,null,-0.00729,0.230826057,0.194728251
CAGL0J04884g,null,null,null,0.115908283,1.368666641,0.459665787,null,null,null,-0.519628794,null,null,0.929136023,null,null,null,null,null,null,null,null
CAGL0J04906g,null,null,null,-0.671209007,null,null,null,null,null,0.4510539,0.18937536,0.160609693,null,null,null,null,null,null,0.566652904,0.0798,0.0129
CAGL0J04928g,-1.051453049,0.665349114,0.201051134,-3.01628546,0.0281,0.04,-2.038957231,0.332447913,0.352162948,-1.18537638,1.447433025,1.599783921,-1.827357597,null,null,-1.595283315,0.263830415,0.363213559,-0.606558205,0.190994851,0.167958433
CAGL0J04950g,null,null,null,-2.600170828,2.262204103,1.392465011,null,null,null,-1.420029896,0.676877329,0.498926684,-2.172612616,null,null,-0.867380007,1.220143129,0.175076301,null,null,null
CAGL0J04972g,null,null,null,0.885225679,null,null,-0.030980442,0.320223659,0.161620379,0.664969125,0.188210581,0.159819928,null,null,null,null,null,null,null,null,null
CAGL0J04994g,1.075795351,null,null,-0.0908,1.662118628,3.408212048,null,null,null,0.97343424,1.068214839,0.715655276,null,null,null,null,null,null,0.229014452,0.640208865,0.476016258
CAGL0J05016g,0.0269,0.372341986,0.318575891,0.158861213,0.256110126,0.392061016,-0.214551401,0.16914418,0.0763,-0.256429057,0.447628187,0.270477319,null,null,null,-1.067627063,null,null,-0.373153699,0.410713975,0.2344528
CAGL0J05060g,null,null,null,0.118319967,null,null,null,null,null,-0.366655307,0.126956283,0.0528,null,null,null,null,null,null,null,null,null
CAGL0J05104g,0.389586396,null,null,0.132097715,0.03476138,0.0503,1.285918137,null,null,-0.208076261,0.621071371,0.390650001,0.418430433,0.00815,0.0576,0.694813251,0.22410467,0.589189276,0.237569241,0.329800328,0.179924701
CAGL0J05126g,0.0887,1.274153154,1.757127481,0.683364322,0.415464155,0.636369958,1.113113859,1.038794992,0.641853397,-0.845518659,0.20011615,0.102160861,0.930405087,0.559748399,0.197942726,0.518596417,0.411692558,0.86417388,0.404209878,0.12545213,0.0433
CAGL0J05214g,-0.253080399,0.216551573,0.77785677,-1.029531008,0.129516145,0.196310543,0.727283411,0.418193574,0.395992478,-0.244888312,0.197590087,0.166181096,-0.965656884,0.0932,0.174879099,-0.476065741,0.045,0.144003472,-0.271574777,0.198769309,0.0922
CAGL0J05236g,-0.764377849,null,null,-0.229555208,0.156496725,0.23794134,null,null,null,-0.230368217,null,null,0.212928989,null,null,0.145380497,0.424125878,0.708327438,-0.222025464,0.050589662,0.0066
CAGL0J05280g,0.276640066,0.201321231,0.482914265,0.693375396,0.325406852,1.218284208,-0.2677255,0.650664203,0.339129287,1.226914234,0.122788333,0.049999573,-0.0128,null,null,0.701739093,1.131829222,1.987553895,-0.0383,0.0932,0.0218
CAGL0J05302g,0.13785676,1.928260538,2.925346319,1.091465724,null,null,1.001550501,3.096108887,3.143160579,1.292448564,0.415613844,0.248535084,null,null,null,0.922840479,null,null,0.43818046,0.298116677,0.158654766
CAGL0J05324g,0.59641001,0.575613421,1.084893698,-0.818452594,null,null,1.499575643,1.094615459,0.691583808,1.444707143,0.695691489,1.040491271,0.582658951,0.1940629,0.225439935,1.164297053,0.201374047,0.849448814,0.341758791,0.144227568,0.0558
CAGL0J05346g,0.0424,0.793073878,0.216828437,-1.359113415,0.275813121,0.422644117,0.309155741,0.223403698,0.160487054,-0.424830658,1.868069016,1.077001296,-0.999287734,null,null,-0.0748,0.2632065,0.477594833,-0.574551291,0.103170663,0.0284
CAGL0J05368g,-0.013260361,0.76929839,1.283894658,2.535784329,null,null,-0.34621954,0.50810722,0.270123386,1.574779079,0.0456,0.00199,null,null,null,-0.216398212,null,null,0.192906847,0.164452623,0.0693
CAGL0J05390g,0.16267573,1.219062045,1.775603298,-0.551219311,null,null,-0.155458122,0.20605744,0.0551,0.0287,0.193025971,0.0974,1.508470904,0.0677,0.0323,-0.286492224,0.0278,0.134498049,0.680388116,0.0626,0.0821
CAGL0J05412g,-0.801810642,0.389647956,0.358047256,1.224202877,null,null,-0.646614703,0.253943891,0.133066447,-0.0563,0.407092722,0.30943096,-2.332239189,0.815230845,0.405245725,-1.669960154,null,null,-0.622118178,0.0915,0.0207
CAGL0J05434g,0.913980745,0.383483607,0.243965452,-1.604841363,0.132610581,0.00347,0.833375006,0.00306,0.0237,0.104024065,0.910319624,0.46251515,-1.151727979,0.199542385,0.082,-0.767924427,0.974506621,1.72314734,0.612104192,0.0676,0.0815
CAGL0J05456g,null,null,null,0.410650182,null,null,null,null,null,-0.265644265,0.0751,0.032,-0.74449812,0.480844529,0.404429202,-0.463757004,0.0878,0.807581622,0.226026945,0.0864,0.0979
CAGL0J05478g,0.418040885,0.851907751,1.386719171,-0.0526,0.149436092,0.929595725,1.933240996,2.350467872,2.166462315,-0.1602055,0.594393232,0.911384459,1.13390568,0.680278119,0.717360022,0.358432898,0.456121518,1.060659567,0.0685,0.156731546,0.144982297
CAGL0J05500g,null,null,null,-0.657086267,0.939976634,1.716205889,null,null,null,0.0874,0.58056506,0.447266998,-0.673590575,0.1108643,0.130644237,-0.0632,0.253684138,0.260282893,-0.655861008,0.070528246,0.00668
CAGL0J05522g,-0.687178103,0.631639314,1.155281553,0.0758,null,null,null,null,null,-0.00204,0.115564281,0.110655476,0.343542473,0.196630557,0.0877,-0.132098669,0.279554656,0.0343,0.377635726,0.611771868,0.371728642
CAGL0J05544g,-1.220903962,0.888229065,0.113063698,-0.791033548,0.259515942,0.403760442,-0.466915834,0.925331274,0.69074492,1.735063614,0.250627267,0.202220842,0.141867044,0.126803107,0.232293529,0.637162271,0.317730555,0.50655685,0.270302406,null,null
CAGL0J05566g,-0.0933,0.201870319,0.76216167,0.170332056,0.291377193,0.754412459,0.758939302,0.661630669,0.476454184,0.182831756,0.377009642,0.288696253,0.0638,0.558777402,0.531427083,0.185591926,0.495378006,0.323579467,0.227846331,0.0754,0.090570691
CAGL0J05588g,null,null,null,-1.093152671,null,null,null,null,null,-0.536940736,0.309501101,0.176214579,null,null,null,0.716388311,null,null,0.656907299,0.334341822,0.182976941
CAGL0J05610g,-0.159320211,0.85984761,0.174669478,-0.967778505,0.908973474,0.329805091,0.110924384,0.638530413,0.35026975,-0.303318028,0.0647,0.246208978,-1.10272795,0.265535057,0.22889645,-0.522399279,0.218179094,0.461624703,-0.558819637,0.622130076,0.567259623
CAGL0J05632g,null,null,null,0.33546548,0.610853511,0.957727357,0.256908303,null,null,1.172046664,0.115555288,0.0451,-0.75641326,0.894254666,0.985481569,null,null,null,0.0167,0.161512574,0.148185735
CAGL0J05654g,-0.267377301,0.63966668,0.685235452,-0.492496978,0.447771075,0.671231166,0.217899557,0.131424847,0.0664,-0.184930661,0.0329,0.0106,-0.574958632,null,null,-0.247681997,0.375686879,0.760457516,-0.0321,0.0822,0.0145
CAGL0J05676g,null,null,null,-0.0386,null,null,null,null,null,0.494053698,1.132703179,0.646019381,-3.26814215,null,null,-1.189848112,null,null,0.297924502,0.124560161,0.206349812
CAGL0J05698g,-0.549514661,0.188559595,0.617060128,-2.321759963,0.577727432,0.897920962,-0.404865549,1.188814108,1.028291772,-1.921850343,0.604907358,0.447660107,null,null,null,-1.14997423,0.784887796,0.114518787,0.110573407,0.241212233,0.201720393
CAGL0J05720g,-0.0405,0.962252487,1.462879649,0.513477779,1.240840151,2.125901772,0.641788667,0.38105587,0.344272861,0.181233968,0.100255776,0.0348,-1.983347961,1.033415215,0.962804562,0.174652562,0.505666373,1.15629971,0.157109894,0.195569781,0.09
CAGL0J05764g,0.144920946,0.227551376,0.787663816,-1.002331796,0.642649368,1.474339137,-1.068172842,0.71750626,0.61929072,-1.335593991,0.117672226,0.0466,-1.764652617,0.660799974,0.530433868,-1.186653115,0.537749791,1.363315707,0.283045708,0.0755,0.0907
CAGL0J05786g,-0.130819446,0.710111678,0.306536191,-1.718680771,0.217871981,0.332809339,-0.408907222,0.380926349,0.208956123,-0.444715569,0.407876641,0.309972154,-0.926403585,null,null,0.2229694,0.324278882,0.0588,-0.185090516,0.0231,0.0249
CAGL0J05808g,null,null,null,-0.672425305,null,null,null,null,null,1.965766815,0.550683178,0.341589412,null,null,null,0.443657407,null,null,0.824325566,null,null
CAGL0J05830g,null,null,null,0.25971262,0.445644617,1.32923747,null,null,null,0.49371739,1.027444534,0.710752027,1.512743244,null,null,null,null,null,null,null,null
CAGL0J05852g,null,null,null,0.119515241,null,null,null,null,null,1.041315928,0.483847348,0.295382063,-0.0661,null,null,null,null,null,0.632744215,0.380252849,0.213886245
CAGL0J05874g,null,null,null,-0.818232793,1.542865298,2.400013203,null,null,null,0.602674051,0.194438675,0.0983,null,null,null,null,null,null,null,null,null
CAGL0J05896g,null,null,null,1.255932193,null,null,null,null,null,1.071072203,0.357669496,0.208972654,null,null,null,0.0464,null,null,0.118685188,null,null
CAGL0J05918g,0.256966409,0.167769499,0.732370449,2.327823456,1.078129937,2.018617919,0.865176748,0.596884003,0.400581931,-0.0165,1.019415093,1.073932692,1.037870475,0.0645,0.134795701,0.919198091,0.23350359,0.826260032,0.110352282,0.125380231,0.0432
CAGL0J05940g,0.436514191,1.443873181,2.238087469,2.062039566,0.047,0.0755,1.15549423,0.44244956,0.242235155,1.512950153,0.362422506,0.226316005,1.288308468,0.72258544,0.946800423,0.511992306,0.399129097,0.983080257,0.253103069,0.031103408,0.019579758
CAGL0J05962g,null,null,null,-0.157566238,null,null,0.508128609,1.346997753,0.573318648,1.073164397,0.335417125,0.193826025,null,null,null,1.351985238,null,null,0.693068209,0.597881131,0.362143771
CAGL0J05984g,-1.12596628,0.485684124,0.346927425,-3.609473789,0.47459887,0.614076064,-1.664772274,0.965322036,0.597751261,-2.44738994,0.283258144,0.224460475,-3.270001053,0.998927517,0.846171226,-1.851059213,0.348490966,0.786465343,0.340070345,0.351545205,0.328603319
CAGL0J06006g,0.039534229,0.165801513,0.720872991,-2.290499045,0.348734608,0.536198529,-0.813363293,0.926432623,0.614436755,-2.204630363,0.086,0.0252,-0.70148384,1.293175025,0.91779403,-2.37076396,0.760951982,0.556794379,0.0848,0.136539591,0.0507
CAGL0J06050g,0.510421322,0.650080501,0.219565408,2.235482323,0.218302626,0.794127013,1.742137364,0.462829406,0.303681652,1.324005837,0.260546053,0.426574846,1.823847537,0.298725511,0.281854217,1.392707947,0.26466902,0.94264652,0.603545328,0.168136419,0.0435
CAGL0J06072g,null,null,null,-0.904346558,0.249217354,0.387782372,0.633401597,0.992897568,0.592871558,0.307217461,0.0927,0.0297,-0.0388,0.100188564,0.212168864,1.043146254,0.244831363,0.828121019,-0.224192887,0.379964286,0.295703737
CAGL0J06094g,-0.143566299,0.39237712,0.319981037,-1.295437238,0.807945897,1.632173435,-0.381291966,0.24649668,0.139256453,-1.51422013,0.0298,0.0126,-0.751983473,null,null,0.338922488,0.0106,0.0028,-0.535237071,0.20944764,0.180351635
CAGL0J06116g,null,null,null,-1.030560413,null,null,1.289652831,0.406416291,0.306937358,0.222710587,0.120113799,0.113729663,null,null,null,-0.387596305,null,null,-0.0954,0.357303619,0.280272706
CAGL0J06138g,null,null,null,0.189552868,null,null,null,null,null,0.384092006,0.70810695,0.587311012,null,null,null,0.31337386,null,null,null,null,null
CAGL0J06160g,0.179902264,0.225598852,0.654088392,-0.867609437,0.44204564,0.682522761,0.724101665,0.290597263,0.163964805,0.0955,0.00515,0.0292,-0.520206491,0.488698309,0.655047336,-0.320248179,0.998653724,1.811813338,-0.337707361,0.0645,0.00268
CAGL0J06182g,0.289917684,0.0154,0.0821,-0.398618596,0.0942,0.148210264,0.74219135,0.246628439,0.123046574,1.434970434,0.219878539,0.115512091,1.450274679,null,null,0.612403695,null,null,-0.709711364,0.373689251,0.291427112
CAGL0J06204g,null,null,null,-1.342229594,null,null,0.0965,0.097,0.0529,2.929910414,0.74498824,0.47818627,1.651208306,0.581341119,0.487360065,-0.926890004,null,null,0.156333756,0.292391006,0.154815229
CAGL0J06226g,0.09615542,0.478925617,0.380655759,0.169311843,0.172495317,0.841697866,0.372611184,0.536706942,0.296497231,0.327571134,0.410581017,0.322553087,-0.190610768,0.862861599,0.672543793,0.539376191,0.497141071,0.558691136,-0.174028959,0.165830489,0.0702
CAGL0J06270g,null,null,null,1.065032991,null,null,null,null,null,-0.389320245,0.102287516,0.0362,null,null,null,0.482131555,null,null,0.54357087,null,null
CAGL0J06292g,0.298510488,null,null,-0.109921338,1.099022929,1.931412818,0.234164347,null,null,0.445643606,1.258347656,0.934387833,-0.513551373,0.486598419,0.378533944,-0.166772955,0.276679595,0.807935184,0.416141904,0.037425543,0.0154
CAGL0J06314g,null,null,null,0.85069856,0.462396784,1.356226168,-0.334243252,0.418066909,0.273680874,0.658672769,0.245412746,0.132778921,0.0282,0.715658507,0.609803303,0.351463471,0.269479662,0.0288,0.404562056,null,null
CAGL0J06358g,-0.18294543,0.544876085,1.274312016,1.604875457,null,null,2.072156986,3.262750308,3.015725563,-1.694197989,0.367568262,0.282201952,1.187191606,0.159334112,0.379259978,0.34415158,null,null,-0.0171,null,null
CAGL0J06380g,0.356608734,0.853423763,1.285455513,2.485353643,1.338112085,2.095745446,1.257873687,1.004058678,0.739553381,0.342106094,0.19418656,0.0982,1.748075608,1.029609067,0.957394936,0.484311917,0.683528619,1.195569343,1.015595394,0.105753536,0.110871414
CAGL0J06402g,-0.0135,null,null,0.286735734,0.37162516,1.114182362,null,null,null,-0.0257,0.582221688,0.31131172,-0.372530386,1.375021316,1.281929054,0.20421068,0.524724927,0.275687922,null,null,null
CAGL0J06424g,-0.276604081,0.106084371,0.218419449,-1.618136014,0.568689407,0.883459995,-0.770814159,0.223747301,0.254072287,-1.080058359,0.521138775,0.321121452,-0.713417899,null,null,-0.435407785,null,null,-0.576957552,0.432111377,0.248930742
CAGL0J06468g,0.49147626,0.211452945,0.515431044,3.186576131,0.627728661,0.452532717,0.491268128,0.122120731,0.0523,1.682088077,0.399876632,0.237771761,2.885492505,0.589272682,0.7246031,0.751378768,0.38384023,0.338164889,-0.132710243,1.09E-05,0.0403
CAGL0J06490g,0.655907232,0.20846988,0.333895208,0.619495621,1.679855595,2.497263661,0.215774265,1.056246641,0.856998035,0.533316255,0.180431387,0.092108292,-1.488779925,null,null,0.429587824,0.308738746,0.916721969,null,null,null
