GENE	Stressed	Stressed CV	Skn7 Stressed	Skn7 Stressed CV	Yap1 Stressed	Yap1 Stressed CV	Skn7Yap1 Stressed	Skn7Yap1 Stressed CV
CAGL0A02750g	1.301736621	0.054277565	-0.519102304	0.314036014	-0.359059429	0.489743238	0.780025435	0.127290537
CAGL0A02772g			0.367021815		0.25100128	0.236643659	0.477268373	0.20617553
CAGL0A02794g	-0.237689294	0.930726206	0.152923475	0.029255551	-0.181029759	0.000506949	-0.365229903	0.185927219
CAGL0A02816g	-0.6983443						0.805762524	0.080909722
CAGL0A02838g			-0.110957103		0.150264677	0.005740326	0.138432188	0.090018735
CAGL0A02860g	0.698994759	0.970648317	2.09616939		2.107175736		-0.013322375	0.084946107
CAGL0A02882g	0.553155164	0.718734776	0.158497685	0.228907807	-0.220643997	0.999399582	0.299339228	0.113190218
CAGL0A02904g					0.969601782	1.291779673	-0.028395997	0.186476109
CAGL0A02926g	-0.052539781	0.489894628	0.073536937	0.358947579	-0.034235017	0.476884498	0.008170833	0.273882794
CAGL0A02948g	0.200662545	0.86051555	0.479778615	0.423521666	0.013839595	0.03365534	0.00969544	0.06197054
CAGL0A02970g							0.456863457	0.191952389
CAGL0A02992g			-0.113147158		0.011679556	0.977956372	-0.018102729	0.168943935
CAGL0A03014g			1.647070514				0.619882541	0.284448894
CAGL0A03036g	0.654271157	0.576003153	0.202163731	0.404165384	-0.418053421	0.619233441	0.309779169	0.105683367
CAGL0A03058g	-0.091798718		-0.195033341	0.739847284	0.355930882		0.301802518	0.461091589
CAGL0A03102g	0.068136365	0.664140531	0.345651208	0.271902116	-0.632652752	0.038181205	2.17201271	0.509965043
CAGL0A03117	0.170963462	0.516189974	0.104279287	0.255417727	-0.174148347	0.219585923	-0.891932833	0.189561522
CAGL0A03124g	-0.201084518	0.824881047	0.278326786	0.377118459	0.17126227	0.069246642	-0.642673849	0.155047919
CAGL0A03168g	0.480652199	0.087667854					-0.987142535	0.146995475
CAGL0A03190g			0.199101389	0.248428528	-0.012858345	0.03246863	0.012423006	0.175224343
CAGL0A03212g	0.289039266	0.540990525	0.643520266	0.124479775	0.654159988	0.027133317	-0.836990055	0.195873866
CAGL0A03234g	-0.244681858	0.309577229	-0.253397948	0.162814305	-0.190399117	0.22364442	-0.811280477	0.287669127
CAGL0A03256g			0.325909849	0.45321526	0.077928575		-0.273694884	0.273164031
CAGL0A03278g	0.16562297	0.851418928	0.330362211	0.256516661	-0.173596947	0.45949427	-0.744188587	0.085077106
CAGL0A03300g							0.399083056	
CAGL0A03322g			0.371870333	0.390156718	0.479731648	1.506287415	-0.056495812	0.005147424
CAGL0A03344g	0.003087446	0.489003687	-0.732934377	0.182526275	-0.172323967		0.697292782	0.13411986
CAGL0A03366g	0.04037282	1.113550435	-0.394099007	0.487408115	-0.691826901	0.222781251	-0.086243726	0.25611139
CAGL0A03388g	0.069348093	0.684576864	0.239169623	0.353608157	-0.410476529	0.169799865	-0.834850575	0.397627154
CAGL0A03410g					-0.133383958		-0.423483435	
CAGL0A03432g	-0.464291772	1.38583176	0.117233225	0.00847496	0.505391775	0.081582675	-0.024852941	0.295022254
CAGL0A03454g	-0.247870415	1.534389341	-0.014851903	0.059297169	-0.289296488	0.000470298	-0.047052947	0.222089404
CAGL0A03476g	-0.003181897	1.421874754	-0.718189645	0.386677013	-1.282922178	0.293207296	1.768044748	0.189434207
CAGL0A03498g	-1.386111032						0.08038221	0.0457813
CAGL0A03564g	-0.200795737	0.722491251	0.073070328	0.227351518	0.13656055	0.068864465	0.014836004	0.428450562
CAGL0A03586g	0.529084266	1.217520322			1.657363008			
CAGL0A03608g			0.677608967		0.250909199	1.382476623	0.223319663	
CAGL0A03630g	0.04038067	2.822277367	-0.248802257		0.48709412	1.742638446	0.528388737	0.306871016
CAGL0A03652g	-0.807144778	0.749321006	0.650532848	0.031532118	1.095515907	0.09456572	-1.212028816	0.255586608
CAGL0A03674g					1.169259705		-1.155573367	0.390524279
CAGL0A03696g	0.234927462	0.487744076	-0.154285145	0.209465086	-0.028603112	0.05578079	0.062722063	0.283271084
CAGL0A03718g	0.546662159	0.16430914	-0.293258936	0.174588714	-0.493637391	0.395916155	0.30930139	0.47633348
CAGL0A03740g					-0.254302256	0.277542653	0.072603749	
CAGL0A03784g	-0.080183014		-0.06303374		-0.270529845	0.006670376		
CAGL0A03806g							-0.238762363	0.463818959
CAGL0A03828g	0.081270233	0.043550051	0.12362711	0.216337484	0.169291251	0.854189761	-0.202749054	0.154692309
CAGL0A03872g	0.085458196	0.321332355	-0.70361168	0.342030514	-0.755439385	0.334218509	0.025695543	0.367474824
CAGL0A03927g	0.444408193	0.289457683	-0.020781472	0.504310918	-0.698684351	0.428472264	0.634755513	0.338219149
CAGL0A03949g	0.540175752	1.030687209	0.12908846	0.392495892	-0.196796168	0.664957264	0.148344777	0.042413051
CAGL0A03971g	0.375740819	0.835084557	0.738895605	0.017795269	-0.223664406	0.066937436	-0.136486446	0.129225328
CAGL0A03993g	0.750486992	0.668316074	-0.126661964		-0.175911182	0.071225147	-0.026718569	0.136653894
CAGL0A04015g	-0.437661553	0.790568093	0.457069417	0.319868645	0.872297951	0.018937394	-1.865850215	0.142136689
CAGL0A04037g	-1.590361555	0.250904554	0.60061991	0.69689559	1.291199915	0.658642768	-1.776597601	0.251511096
CAGL0A04059g	-0.946062381	0.074021326	0.386145856	0.357316298	0.393117824	0.53246654	-0.539515457	0.167840724
CAGL0A04081g	-0.219514959	0.868050039	-0.112404971	0.534222956	-0.127907311	0.466518488	0.256617722	0.091387167
CAGL0A04103g					0.657775772	0.158674868	0.671361162	0.274730546
CAGL0A04125g	0.280935711	0.308869315	0.415083766	0.461177076	0.461159455	0.830811684	-0.491042161	0.113797246
CAGL0A04147g	-0.914602903		0.099063187	0.101668106	-0.028633541	0.0129589	0.427726884	0.220776531
CAGL0A04169g	-1.33057704	0.911221359	0.439839389	0.246324527	0.564212172	0.059484345	-0.192253222	0.129896416
CAGL0A04213g	-0.439890459	0.506752467	0.001881524	0.207618447	0.37474421	0.011177904	-0.880805164	0.104361075
CAGL0A04235g			-0.04580369		0.255818982	0.009607206	-0.119026721	0.110316405
CAGL0A04257g	-0.956315773	0.698929063	1.026952653		1.318176027	0.034393916	-1.172976719	0.198124306
CAGL0A04279g	0.131944441	0.760044261	0.273121031	0.329699139	-0.035028806	0.009535952	0.175218537	0.174554363
CAGL0A04301g			-0.083869635	0.696971832	-0.169510246	0.00153304	0.975263527	0.180906959
CAGL0A04323g	0.469285003	0.388899106	0.106115119	0.127450898	0.066819506	0.184202687	-0.124821531	0.173514969
CAGL0A04345g	0.887008389		-0.139495892	0.07243699	-0.159317248	0.068446655	0.641221453	0.330194253
CAGL0A04367g	-1.79485653		0.70330695		-0.571197011	0.062665346	0.552082996	0.12877799
CAGL0A04389g	1.427278686		0.168028676	0.344263244	-0.86785313	0.125340986	0.723750608	0.133570189
CAGL0A04411g			1.518656812		0.179553433	0.123670019	-0.366014419	0.119707049
CAGL0A04433g	0.447453565	0.716062122	0.418916772	0.343801372	-0.359757227	0.113761644	0.480675133	0.144607212
CAGL0A04455g					0.303395281	0.048937303	-0.272957978	0.194573044
CAGL0A04477g			0.584059216	0.863537088	-0.062988933	0.028608932	0.551923211	0.334552023
CAGL0A04499g	-0.123327416	1.453980716	0.490258547	0.048828593	0.877300954	1.072262251	-0.439692014	0.144238829
CAGL0A04521g	0.007606447	0.66889573	0.233385456	0.373222569	-0.405825548	0.161466791	-0.164602168	0.002802142
CAGL0A04543g	-1.00904514		0.709024375		0.20617152	0.001989046	-0.50398859	0.097589072
CAGL0A04565g			-0.038752661	0.260762517	-0.162697337	0.668730757	-0.262210425	0.26143419
CAGL0A04587g	-0.33757048		0.309409608	0.646821602	0.203820489	0.147611707	0.318197083	0.045076674
CAGL0A04609g							-0.009524813	0.175843246
CAGL0A04631g	-0.363248097	0.37915875	0.428633258	0.375497732	0.408424482	0.121284416	-0.4577292	0.23482543
CAGL0A04653g	-0.038697613	0.20133805	-0.02381535	0.698113543	-0.300926704	0.119896089	0.998798754	0.227684167
CAGL0A04675g	0.59176924	2.796312017	-0.471053066		-1.3546311	0.021574786	0.425767561	0.278092643
CAGL0A04697g			-0.060319469		-0.575735318	0.11992415	1.102749023	0.144010615
CAGL0A04719g	1.22286748	0.457485853	-0.16064688	0.071038204	-0.061724081	0.793737445	0.396403104	0.198742466
CAGL0A04741g	0.153757415	0.352010935	-0.181684219	0.361077583	-0.333456329	0.171396549	-0.059673216	0.291006959
CAGL0A04763g					-0.148174844	1.852589091	0.143944697	0.190182254
CAGL0A04785g	0.474958201	0.601238642	-0.401161654	0.233529234	0.218385433	1.361612088	0.034665556	0.059204811
CAGL0A04807g	1.319990874	0.692919203	-0.067501085	0.26790656	0.134508532	1.437320251	0.788792276	0.079228023
CAGL0A04829g	0.243236454	0.121769726	-1.032042153	0.456452962	-1.365585368	0.463828709	-0.359563613	0.29935716
CAGL0A04851g			1.4701329		1.45450103			
CAGL0A04873g							0.057104685	0.206524794
CAGL0A04895g	-0.440890927		-0.658684538	0.169672865	-0.170594982	0.089360111	0.018066185	
CAGL0A04906g	0.247658904	0.091355134	-0.405146186	0.186677493	-0.351110013	0.500903865	-0.162422793	0.260510594
CAGL0B00110g	1.848786915	0.621320712	0.601722309	0.267305885	0.181877054	0.30710919	-0.138216378	0.160922751
CAGL0B00121g	2.170457464	0.502291837	0.310559513	0.385916948	0.613418133	0.357923444	-0.36116368	0.201576454
CAGL0B00143g							0.10242877	0.366798288
CAGL0B00220g	-0.71074418	0.451197978	0.84740155	0.194534627			-0.817229789	0.254937065
CAGL0B00242g	1.149572366				-1.222392421		-0.738834228	0.241362489
CAGL0B00264g			0.572778665	0.032327369	0.662626503	1.46651136		
CAGL0B00286g	-0.631434906	0.322850219	-0.003407931	0.357224657	0.180348534	0.559166743	0.129055191	0.178133147
CAGL0B00308g					-0.228814904	0.09563444	-0.349676523	0.148033925
CAGL0B00330g	-0.3405706	1.415064626	0.365417393	0.002744438	-0.023964096	0.024871308	-0.010151039	0.17300978
CAGL0B00352g	-0.544496265	0.757064169	0.88363695	0.144485786	0.914196064	0.047655494	-1.082971148	0.091167333
CAGL0B00374g	0.930358764		0.76916723	0.043564416	0.442653507	0.038274359	-0.409246924	0.176368538
CAGL0B00396g	-0.033963072	1.523562239	0.032353016		0.032274575	1.40621474	0.782487665	0.209072956
CAGL0B00418g	0.461512273	0.321182983	0.218827761		-0.197081333		0.335595333	0.191116083
CAGL0B00440g	-0.143525954	0.485119303	-0.053742034	0.144695605	-0.158236429	0.276884258	-0.030272751	0.141985794
CAGL0B00462g								
CAGL0B00484g	-0.943422311	0.465738134	0.190505879				-1.193262322	0.373687931
CAGL0B00506g	0.437479264	0.775923357	0.002687879	0.21173718	0.231743341	1.144198587	-0.240898646	0.248593116
CAGL0B00528g	0.066118572	0.07970092	-0.003112612		-0.297606021	0.052838437	-0.727962198	0.052926268
CAGL0B00550g	-0.314494486	1.047959113	0.688340609	0.884225902	0.981926475	5.880060521	-0.446138335	0.232782288
CAGL0B00572g							-0.109004036	0.210820729
CAGL0B00616g							0.0179442	
CAGL0B00638g			-0.467812039		-0.318603304	0.020737826	0.107736254	0.32729916
CAGL0B00660g	-0.369747668	0.886967032	-0.168609865	0.137495262	0.067893813	0.029518482	0.026253869	0.272242289
CAGL0B00682g			-0.066818107		-0.299325577	0.010274875	0.148972155	0.281260263
CAGL0B00704g	0.810995099	0.456336956	-0.619657638	0.138095173	-0.349490221	0.451900623	0.578211159	0.412606538
CAGL0B00726g					0.563558162			
CAGL0B00748g			-0.150429626	0.177368818	-0.398889127	0.094589298	0.877941891	0.274816532
CAGL0B00770g			-0.112450684	0.026754946	0.090900876	0.791813751	0.786509336	0.222228456
CAGL0B00792g	-0.761748806	0.368873719	0.755143134	0.457104216	1.015419449	0.412072076	-1.832530359	0.179658955
CAGL0B00814g	1.475424232	0.408064456	-1.08104452	0.262463234	-0.472583888	0.355192134	1.192306041	0.241235478
CAGL0B00836g					0.179003926	0.111260631	-0.029390028	0.193316993
CAGL0B00858g			-0.07334615		0.151618011	1.431376891		
CAGL0B00880g			0.549338723		0.592411655	0.14644692	-0.70741645	0.460499176
CAGL0B00902g	1.619560029	0.510222122	-0.588534935	0.50868984	-1.183178989		1.256909749	0.455121609
CAGL0B00924g			0.411328902		0.004611295	0.156825579	0.254290281	0.6407823
CAGL0B00946g	0.024488218	0.074820614	-0.323658856	0.232579393	-0.351766057	0.369060617	1.124191498	0.141379688
CAGL0B00968g			0.102020937					
CAGL0B00990g	3.989779825	1.113548479	-0.9538148	0.44443176	0.065293819	0.441223392	4.104451086	0.081318898
CAGL0B01012g					0.511142267			
CAGL0B01078g			0.763155118		-1.106881992	0.045096401		
CAGL0B01144g			0.207328204	0.686560173	0.129274463	0.164064967	0.443416565	0.129228635
CAGL0B01166g	-0.12541665	0.073276173	0.497652877	0.793227689	0.636883714	0.876991611	-0.303496607	0.382308622
CAGL0B01188g	-0.058943664	0.818040973	-0.265523958		-0.611195624	0.056436868	0.530843573	0.168870015
CAGL0B01232g	-0.402489159	0.214883959	0.314673064	0.154964402	0.938511572	0.986771521	-0.946670509	0.170661036
CAGL0B01243g							-0.493167827	0.104971035
CAGL0B01243g							-0.555498637	0.057308871
CAGL0B01243g							-0.836643646	0.324085779
CAGL0B01243g								
CAGL0B01265g					-0.001361352	1.715554302		
CAGL0B01287g	0.291596694	0.709512619	-0.228859443	0.40770277	0.042023502	0.058579463	-0.078580095	0.208618221
CAGL0B01331g	0.276962406	1.146065295	0.236042051	0.215537933	-0.44446245	0.167976757	0.139421374	0.18284948
CAGL0B01353g	-0.292152119		0.656991049	0.878058956	0.491594724	0.320800564	-0.195928701	0.24004322
CAGL0B01375g	-0.450194137	0.293894945	-0.238640922	0.320321116	0.268667179	0.030464175	-0.250092784	0.489926567
CAGL0B01397g	-0.884619679	0.041776499	0.227035978	0.02658233	1.194653494	0.207846866	-0.809770551	0.163362526
CAGL0B01419g	2.196286553	1.343379313	-0.517417152	0.261928463	0.145681951	0.405900585	1.353201141	0.13952521
CAGL0B01441g	-0.057079439	0.077817498	-0.572233249	0.111391915	-0.499538983	0.099270317	0.084275007	0.249377694
CAGL0B01463g	-0.329809246	0.470703554	0.01399324	0.100196547	0.181833354	0.159721447	-0.612623521	0.22432019
CAGL0B01485g			-0.014059944		0.06425319	0.491535964	-0.250492078	0.233238444
CAGL0B01507g			0.735854108		0.142569827		-0.985768614	
CAGL0B01529g							0.103461148	0.211974443
CAGL0B01551g	-0.11621187	0.996103997	-0.048068322	0.058485068	-0.606085148	0.116597995	0.00111802	0.494660096
CAGL0B01573g	-0.013953449	0.983134631	-0.332460186				-0.398110228	0.074669085
CAGL0B01595g	-0.32280768	0.842755247	-0.28261603	0.137750537	-0.39926618	0.117885079	-0.017992857	0.214303617
CAGL0B01617g	-0.04431273	0.253748631	0.131182584	0.340255947	0.071231845	0.026567792	-0.11455157	0.088212174
CAGL0B01639g			0.263552522		0.145264287	0.081357714	0.466238986	0.066342313
CAGL0B01683g	-0.710358554	0.8108552	-0.198401772	0.302634697	0.431266432	0.97115603	0.092028545	0.352078767
CAGL0B01705g	-0.212449618		-0.151119384	0.482669206	0.189829642	0.190424742	0.362859902	0.175283729
CAGL0B01727g			-0.392780361				0.469255817	0.173592371
CAGL0B01749g								
CAGL0B01771g	0.048682508	0.133310611	0.385347177	0.142376952	0.60560432	0.012243144	-0.12307783	0.154536866
CAGL0B01793g	0.522996857	0.964806931	0.021497974	0.390325252	-0.849025165	0.002552512	1.125223421	0.377167358
CAGL0B01815g	1.493253762	0.255195113	-0.067603104	0.179329167	-0.371159671		1.00646844	0.377824659
CAGL0B01837g	-0.339783781	0.31527503	0.045455489	0.621478253	-0.052119344	0.343024818	-0.095681755	0.280420531
CAGL0B01859g			0.124707676		0.361794906	0.034711137	0.283098893	0.12425495
CAGL0B01881g	-0.979668897	0.338784846	0.699482706		1.095908531		-1.065112098	0.175352948
CAGL0B01903g	-0.048062314	0.771409763	0.275161217		-0.216540937	0.168171911	-0.133251934	0.455176432
CAGL0B01925g			1.653373419		0.385611385		0.365595009	0.113074479
CAGL0B01947g			-0.194422891		0.010503433	0.049787482	-0.410017291	0.245072001
CAGL0B01969g			0.148294496		-0.01982663		0.514644395	0.215798336
CAGL0B01991g	1.192161376	0.077052439	-0.404557673	0.275856672	0.221108169	0.055602989	0.472637076	0.193098685
CAGL0B02013g	0.641328151	1.591406974			0.472148136		0.096476029	0.346449307
CAGL0B02035g	0.532377257	0.241443816	-0.427094012	0.200907177	-0.52641289	0.316747744	0.483664673	0.289447248
CAGL0B02057g					0.463727962		-0.567834903	0.576239728
CAGL0B02079g			0.856977025	0.267033233	0.55546223	0.586789004	-0.576018299	
CAGL0B02101g					-0.189165155	0.229868952	0.351048585	0.224403068
CAGL0B02123g			0.539516232	0.308921517	0.095939034	0.022112757	0.374750109	0.626959268
CAGL0B02145g	-0.584947818	2.532417811	0.598770819	0.361391544	-0.181016074	0.005576494	-0.880571953	0.253875358
CAGL0B02167g	0.904733441	0.7036445	-0.043136553	0.161572559	-0.489166917	0.097859692	0.435112177	0.17720802
CAGL0B02189g	-0.590942216	0.502145526	0.36197159	0.752852477	0.265411376	0.049047287	-0.644317349	0.496333128
CAGL0B02211g	-0.176697109	0.937741763	0.121306428		0.540601486	0.801109101		
