GENE	Stressed	Stressed CV	Skn7 Stressed	Skn7 Stressed CV	Yap1 Stressed	Yap1 Stressed CV	Skn7Yap1 Stressed	Skn7Yap1 Stressed CV
CAGL0F03267g					0.795226513	0.541131671	-0.051237557	0.428167199
CAGL0F03289g	-0.115476973	0.342456214	-0.720073048	0.285020956	0.16240522	0.52866785	-0.794656138	0.155537354
CAGL0F03311g	-0.094890688	0.981325687	-0.285059672	0.130960433	-0.251247825	0.096573222	-0.050625752	0.11242759
CAGL0F03333g	-0.282492186		1.074233757		0.50836675	0.029430389	-0.62423266	0.220932605
CAGL0F03377g					1.124428529			
CAGL0F03399g	0.576226543	0.432532123	0.047140011	0.648103585	1.728221708	0.045700155	-0.025044072	0.15015344
CAGL0F03421g	0.823588677		-0.278903501	0.177588021	-0.056482294	0.099478562	-0.128620316	0.26934269
CAGL0F03443g	-0.346594107	0.311097358	-0.591194454		0.051764429	0.670256818	0.38966134	
CAGL0F03465g	-0.100039672				0.233508861	0.25406268	0.179885985	0.320208556
CAGL0F03509g								
CAGL0F03531g	-0.342926569	0.784777574	0.029409933	0.418474182	0.307888464	0.328442107	-0.743831554	0.237475557
CAGL0F03553g	-0.001389101	1.326346035	0.45380721	0.364405427	-0.086740929	0.882568682	0.31943667	0.096809789
CAGL0F03575g			-0.515906327		0.352436973		0.389708306	0.412371589
CAGL0F03597g					0.224389644	0.14435982	-0.083992807	0.237483387
CAGL0F03619g			-0.020451636	1.678252935	0.043877829		0.021178904	0.217514266
CAGL0F03641g			1.436694649		-0.30756926	0.080337514	-0.720115648	0.244621253
CAGL0F03663g	0.697460475	0.468822542	-0.005235594	0.235084374	-0.571759328	0.068054339	0.827992692	0.248388054
CAGL0F03685g	-0.229562193		0.175694539	0.594729226	-0.193115198	0.831563511	0.843369093	0.312945803
CAGL0F03707g					-0.301703665		0.021657018	0.308572142
CAGL0F03729g	0.665328091	0.405707772	0.279816294	0.445934788	-0.207847003	0.195064277	0.717808461	0.345629421
CAGL0F03751g			-0.069358635	0.048967504	-0.213433645	0.033211213	-0.19519873	0.182538985
CAGL0F03773g	-0.286183049	0.715565949	1.045370529	0.53575132	0.102731538	0.009874273	-0.241696128	0.287878272
CAGL0F03795g					0.678834765		-0.474780781	0.269127032
CAGL0F03817g			-0.552005973		0.681269605		0.011062127	0.197857749
CAGL0F03839g	0.099421878	0.188832711	-0.39241459		0.201740716	0.189040953	-0.18779043	0.555465564
CAGL0F03861g	-0.799376837	0.664698484	0.095647253	0.663732744	0.417727761	0.023799626	-0.757615988	0.130761976
CAGL0F03883g	-0.167910647	0.269293638	-0.14592025	0.524186917	-0.102558939	0.013917457	-0.219814963	0.33119896
CAGL0F03905g			-0.442239227		0.256802633	0.04806879	-0.258101271	0.294604738
CAGL0F03927g	-1.194546357	0.480795266	0.48695703	0.173507652	0.883556282	0.545936286	-1.985705656	0.313214818
CAGL0F03949g			-0.061981321	0.079719946	0.157537948	0.010897639	0.107553579	0.150216895
CAGL0F03971g	0.564669191	0.691306963	-0.451436892	0.3393815	0.019930857	0.005827196	-0.094023687	0.308870488
CAGL0F03993g	-0.356109603		-0.161847108	0.499945789	-0.0935156	0.09103231	0.030272928	0.199632333
CAGL0F04015g			0.431734876	0.47180481	0.315223866	0.002145226	-0.018359149	0.22386548
CAGL0F04059g			0.629657706	0.419091142	1.729193173			
CAGL0F04081g					0.19548188	1.610204426	-0.522750457	0.232905231
CAGL0F04103g	-0.485818593	0.785262673	0.891879966	0.180711656	0.627541345	0.012430731	-1.077658706	0.120354279
CAGL0F04125g	0.756638937	0.161913645	-0.52797743	0.236775403	0.296296404	0.161617895	-0.00578583	0.675160813
CAGL0F04191g	0.170725545	3.062506938	0.536959278	0.406940232	-0.350626546	0.017578239	0.615975388	0.308041141
CAGL0F04213g	0.344727717	0.188284203	-0.753277879	0.122161787	-0.145330689	0.024943202	0.41707194	0.074295565
CAGL0F04235g			0.736887404	0.543984002	-0.199149331	0.016520526	0.123964174	0.198698175
CAGL0F04257g	-0.019275171	0.354567469	-0.117230048	0.384855282	-0.303614193	0.494045492	0.066651908	0.188161932
CAGL0F04279g	0.795377914		-1.473119717	0.430853428	0.848093977	4.175772011	0.170120226	0.126067554
CAGL0F04301g	-0.731966488		-0.439601247	0.111243886	0.532870392	1.448371193	-0.002257757	0.29925771
CAGL0F04323g	-0.107080868	0.630325793	-0.16457887	0.045175507	0.039314017	0.069690979		
CAGL0F04345g			-0.057081095		-0.042894251	0.030125979	-0.159942752	0.205149251
CAGL0F04367g	-0.558576022	2.275685479	-0.030857101	0.125696494	-0.34961978	0.016688432	0.13768691	0.115483624
CAGL0F04389g	-0.432631635		0.146376249	0.010222129	-0.134076739	0.026709694	0.001049622	0.172869995
CAGL0F04411g	0.43947561	0.969815272	0.068171659	0.494953586	-0.030779001	1.985126523	0.886186309	0.135851842
CAGL0F04433g	-1.252279745	0.260760296	0.525185174	0.16193041	0.971161381	0.033801021	-1.207629056	0.185463514
CAGL0F04455g	0.511649233	0.87710636	-0.249963219	0.241521973	-0.29835854	0.097209414	0.08631305	0.150641655
CAGL0F04477g	0.610598117	0.782030602	-0.060705216	0.22665687	-0.406850766	0.490982922	0.378933574	0.131373496
CAGL0F04499g	-0.775305368	0.217845041	0.785048525	0.071812475	1.089602119	0.04280858	-0.854070443	0.106436446
CAGL0F04521g			0.117866973				-0.335711415	0.139681379
CAGL0F04543g								
CAGL0F04565g	-0.31682659	0.291588197	0.24779869	0.083043435			-0.453937661	0.246378069
CAGL0F04587g			0.004314968		-0.078459226	0.028848096	-0.2396467	0.208568688
CAGL0F04609g	0.188215879	0.33279196	-0.459865372	0.35577332	-0.128631455	0.089654503	0.167342935	0.250754688
CAGL0F04631g	-0.850841753	0.551098796	0.057580495	0.486094343	0.838138301	0.330841895	0.176727061	0.486312362
CAGL0F04653g	0.364538633	0.88295642	0.36092017	0.364890677	-0.166521735	0.851883132	0.322315347	0.127820262
CAGL0F04697g	-0.953510664	2.687305089	1.282922987	0.55587047	1.15571529	0.143411127	0.18573075	0.25839196
CAGL0F04719g			-0.136137915	0.134435108	-0.44192661	0.051616259	1.206308502	0.219854353
CAGL0F04741g	-0.297526751		-0.408535215	0.235580901	0.043736665	1.542880964	0.353598687	0.22494094
CAGL0F04763g	0.994430569		0.248349966		-0.149072139		0.421679847	0.167016264
CAGL0F04785g	-0.760155191	1.842224561	-0.635709028	0.416381761	-0.004775979	0.018330408	0.054067823	0.182665413
CAGL0F04807g			0.266882985	0.17748112	-0.626191583	0.02941606	0.984416133	0.245681952
CAGL0F04829g	0.261595607	0.828372736	0.357110918	0.881002339	0.457044166	1.428522596	0.395111231	0.256714332
CAGL0F04851g	0.444092674	1.207783034	0.078309901	0.271917655	-0.150885128	0.002588266	0.634867796	0.31134872
CAGL0F04873g	-0.066518363	0.481642466	0.041716163	0.149523494	0.105843274	0.048859492	-0.065601806	0.134932899
CAGL0F04895g	0.198273003		-0.275339113	0.054770954	-1.21444629	0.144887515	0.642314318	0.236865554
CAGL0F04917g	-1.411346651				0.415037499		0.02649553	0.166577238
CAGL0F04939g	-0.644765109		0.385192988		0.297423644	0.133491957	-0.31798193	0.103730963
CAGL0F04961g	1.460830332		0.994548514		-0.283680192	0.055239466	-0.346596677	0.098337141
CAGL0F04983g	-0.535729099	0.708090779	0.465073765		1.017934385	0.08612324	-1.391208291	0.29851329
CAGL0F05005g	1.090327376		-0.050626073		0.772438804	0.026506408	0.113759711	0.440114724
CAGL0F05027g							0.438328531	0.17678263
CAGL0F05049g							0.01695863	0.203849864
CAGL0F05071g							0.481649892	0.18771918
CAGL0F05093g					-0.317089823		-0.633366077	0.706312358
CAGL0F05115g	-0.312143902	0.591926609	0.193840675	0.161735983	0.200854419	0.598831366	0.024509916	0.212543733
CAGL0F05137g			0.633872101					
CAGL0F05159g			0.280403634	0.121098408	0.086026245	0.001220074	-0.13627462	0.253226698
CAGL0F05181g	-0.653862098	1.40199729	0.611660822		-0.486334468		-0.365347909	0.171397561
CAGL0F05203g					0.107734452		0.004794611	0.376645615
CAGL0F05225g	2.372843132		0.775342398				0.301596797	0.207612815
CAGL0F05247g	-0.285705846	0.170808181	-0.781132598	0.442985649	-0.971453633	1.74959672	0.406361561	0.144130209
CAGL0F05269g	0.163521983	0.481111826	0.283867396	0.15324155	-0.317413375	0.05580772	-0.212935206	0.154679805
CAGL0F05335g	-1.325552959		-0.246461972		-0.016080522	0.694123163	0.00238986	0.304133038
CAGL0F05357g	0.024273968	0.572547621	0.095255744	0.873933812	-0.357881199	0.003139243	0.047736362	0.364603343
CAGL0F05379g	-0.55571912	0.559179298			0.662907023	1.044333608	-0.582349616	0.30227527
CAGL0F05401g					0.50943638	0.0572682	-0.048399062	0.258694254
CAGL0F05423g	-0.008946305	0.698299106	-0.419189143		-0.001028808	0.00229726	-0.086289743	0.191515396
CAGL0F05445g					0.061169102		0.420462705	0.177065918
CAGL0F05467g					-0.31845778	0.055767334	0.339396618	0.249856028
CAGL0F05489g							0.174642979	0.249989934
CAGL0F05511g	0.589532848	0.527723504	0.126558984	0.027204218	-0.149115484	0.036798488	0.036464768	0.338083332
CAGL0F05533g			-0.02193064		-0.238481343	0.110584861	1.310364636	0.216813223
CAGL0F05555g					-0.243156414		0.255045695	0.189314275
CAGL0F05577g	-0.140841839	0.145034115	0.191396662	0.552946607	0.433525934	1.10845365	0.433538689	0.126640716
CAGL0F05599g	0.004191928				-0.008233141	0.309728181	-0.077245976	0.236080159
CAGL0F05621g	0.136959587	1.428112268	0.84869205	1.130433197	0.561636794		-0.440302716	0.471841603
CAGL0F05643g	-0.281332904	0.428964501	0.166125011	0.382356037	0.306672353	0.027012267	-0.506725687	0.175423014
CAGL0F05665g	0.203696208	0.43986207	0.071787944	0.352065646	0.210539395	0.611337195	-0.147283842	0.275855731
CAGL0F05687g	0.892702112	0.976718484	0.124166711	0.14273477	0.624431563	0.892438305	0.018119089	0.330185205
CAGL0F05709g	-0.622422778	0.956116644	0.770470121	0.548416142	1.298199126	1.309607345	-1.631293646	0.182902421
CAGL0F05731g	-0.230394844	1.402115959			-0.436674906	0.095541077	-0.580944679	0.068278533
CAGL0F05753g	0.215657424		-0.39241459		0.210687808	0.00465566	0.149521043	0.242580727
CAGL0F05775g					0.05776939	0.074775649	0.170227317	0.286954936
CAGL0F05797g	-0.356623942	0.529821051	-0.016167218	0.475314047	-0.026317295	0.211061571	0.175492566	0.183406078
CAGL0F05819g			0.092187313		0.681240327	1.680262847	-0.170758295	0.101888392
CAGL0F05841g					-0.350078953	0.019839388	-0.003018329	0.229627744
CAGL0F05863g	-0.78014111	0.051219189	0.630444554	0.371495193	1.059669022	0.734240776	-0.344681238	0.141671656
CAGL0F05885g			0.392317423		0.386614356	0.012772953	-0.332382361	0.314872637
CAGL0F05907g	0.159144901	0.998011579	0.303632847	0.65050248	0.079012645	0.812120677	-0.308416081	0.104601853
CAGL0F05929g			0.794863978		-0.97650185	1.07106153	0.014529725	0.319863405
CAGL0F05951g	0.491256355	1.022496893	0.292241796	0.196909121			0.702502657	0.400622569
CAGL0F05973g	-1.711310024	0.252149953	1.232318386		0.379493382		-0.016390892	0.305147668
CAGL0F05995g			-0.438020817		-0.441804911	0.027925905	-0.112672701	0.210494548
CAGL0F06017g	1.424069878	0.31521356	-0.495157857	0.790290638	0.32740656	0.095911503	0.925184481	0.135876647
CAGL0F06039g	-0.706416239	0.53584243	-0.452307199	0.280145861	0.390451059	0.358819865	-0.834443263	0.201022117
CAGL0F06061g			0.193265531	0.314792272	-0.558176667	0.136225172	1.235970019	0.180470744
CAGL0F06127g	-0.194678915	0.948101597	0.347649281	0.338414867	-0.212094782	0.073430195	-0.052737836	0.175091503
CAGL0F06149g			0.285402219		-0.195730977	0.017563336	-0.318098847	0.235239793
CAGL0F06171g	0.044482756	0.507007388	-0.150207289	0.183368501	0.101584727	0.936074897	0.23224008	0.300601469
CAGL0F06215g	0.324312647	0.36482928	0.428072797	0.103535307	0.207757217	0.013938637	-0.29755842	0.369892182
CAGL0F06237g	-0.272208573	0.462130914	-0.476115887	0.08163723	-0.26779029	0.297767501	-0.60173182	0.093829969
CAGL0F06259g	0.249946741	0.249595358	-0.13986598	0.17597225	0.05421998	0.212615133	-0.106034156	0.374017366
CAGL0F06325g			-0.348091543		0.050906619	4.38462238	0.224655512	0.253679557
CAGL0F06347g	0.370363081	0.551945731	-0.372891465	0.130352316	-0.275440687	0.033238544	0.485944606	0.271494737
CAGL0F06369g	0.738786501	0.274758054	-0.53738022	0.308094283	-0.256967577	0.701790712	0.431215471	0.213018202
CAGL0F06391g	0.499286643		-0.242074655		-1.004261072	0.230357948	1.07677797	0.260615577
CAGL0F06413g	0.989913218	0.57613601	-0.870160514	0.153035821	-1.211398438	0.303728691	0.777526477	0.190820671
CAGL0F06435g	0.408451425	1.566456454			0.074370521	1.104635954	-0.205105672	0.039504833
CAGL0F06457g	-0.41273992	1.49184964	0.059850991	0.119393512	0.304681455	1.96175013	-0.228137002	0.3240589
CAGL0F06479g	0.009980483	0.754839036	-0.114346418	0.009185186	0.277601309	0.110770293	-0.236872116	0.165493848
CAGL0F06501g	-1.128332141				-0.27650216		-0.057954114	0.291641524
CAGL0F06523g	-0.686821257		0.055437192	1.300904885	0.573088967	0.07866194	-0.830072041	0.320756168
CAGL0F06545g					0.510666907	1.27301226	-0.07166925	0.312277453
CAGL0F06567g	0.749397559		0.315696141		0.016120268	0.150526272	0.479286403	0.188464113
CAGL0F06589g			1.707436113		-0.18914532			
CAGL0F06611g	0.393183482		-0.415037499		0.38459607	0.072028778	-0.003417431	0.456517712
CAGL0F06633g	0.11516587	0.643111413	-0.289758907	0.364797644	0.679517591	1.464858986	0.382339321	0.349137388
CAGL0F06655g			0.456116823		-0.211322607		0.003155968	0.476819151
CAGL0F06677g								
CAGL0F06699g							0.372001093	0.292307375
CAGL0F06721g	0.017080311	0.815416159	0.195851145	0.55771691	-0.243721981	0.101446839	0.089039071	0.151558
CAGL0F06743g			-0.228624375		0.051653157	0.030379399	0.207327699	0.295608944
CAGL0F06765g			-0.008119953	0.007822076	-0.603939218	0.099829746	0.53752316	0.331916519
CAGL0F06787g			0.320343629	0.49989378	0.111833409	0.009315718	-0.063948616	0.435622997
CAGL0F06809g	-0.820599491	0.670797242	0.966249436	0.378956664	0.857902922	1.439447319	-1.060973886	0.163229864
CAGL0F06831g	0.426848528	0.230220432	0.679672222	0.732809961	0.108128191	0.177164099	0.448366588	0.405184032
CAGL0F06853g	-0.767634291	0.633196122	0.640639107	0.090258163	0.84512769	0.053687352	-0.870680114	0.218402832
CAGL0F06875g	0.072613922	0.189392887	-0.403874009	0.187583323	-0.625956383	0.209355487	1.280208378	0.246407982
CAGL0F06897g	0.773711886	1.020449458	0.663743115	0.093734121	0.490327076	1.050769065	-0.510349002	0.097539585
CAGL0F06919g			0.059391084		-0.481227252	0.087283446	0.916848044	0.254682623
CAGL0F06941g	1.459379849	0.111817394	-0.203603202	0.076075617	0.003642237	0.292841466	0.225966427	0.580542651
CAGL0F06963g			0.79628864		0.129407794		-0.105658323	0.373767767
CAGL0F06985g	0.027103621	0.200332834			-0.45186149	0.169332781	-0.215758197	0.372574664
CAGL0F07007g			0.117866973		-0.459987255	0.273672524	0.853317695	0.411918919
CAGL0F07029g	0.861671843				-1.073811206	0.691597037	0.468754708	0.494179053
CAGL0F07051g	1.034826007	0.009807066	-0.293507291	0.131729514	0.086454598		0.117244144	0.275704021
CAGL0F07073g	-0.261536242	0.599777933	0.165171379	0.222637928	-0.276194476	0.230641436	-0.173805359	0.016958743
CAGL0F07095g	0.246783767	0.296318166	-0.218146166	0.243782766	0.214763714	0.731366042	-0.176633195	0.167810815
CAGL0F07117g					-0.227978553	1.372959641	1.595757704	
CAGL0F07139g	-1.134442702	0.339076245	0.704759106	0.897067378	0.977180168	0.05657055	-1.479469222	0.309631368
CAGL0F07183g	-0.40588526	1.033628829	0.049860496	0.047132946	-0.139559229	0.267649052	-0.0053552	0.136855377
CAGL0F07249g	-0.075246934	0.566618069	0.303829289	0.63207564	0.387010644	1.432701794	0.191104026	0.296824694
CAGL0F07271g			0.322298576		0.266758608	0.012446141	-0.05868468	0.302864027
CAGL0F07293g	-0.373718372	1.482598659	-0.60826833	0.947976682	0.03634642	0.26054716	0.632224626	0.57407334
CAGL0F07315g	-0.432726645	0.136882852	0.175994815	0.240345784	-0.120650097		0.15632989	0.286875681
CAGL0F07337g					0.334928302	1.198167001	-0.317554796	0.428952739
CAGL0F07359g			-0.514346509	0.113035114	-1.211839979	0.988716762	0.554100302	0.140736452
CAGL0F07381g	-0.776921776	0.624518566	-0.433035969	0.568581087	0.630680329	1.064428334	0.07321508	0.337418178
CAGL0F07403g	-0.516841409	0.394115839	0.155755311	0.423872482	0.380281359	0.25190365	-0.844686	0.302538902
CAGL0F07425g					0.144661461	0.128974346	-0.411099927	0.162022264
CAGL0F07447g	-0.127505481	1.912380783	0.393501415		-0.512752076	0.053977268	0.525203649	0.381427356
CAGL0F07469g	0.432107169	1.28108806	-0.410090519	0.206492541	-0.058073911	0.510510453	0.948154712	0.391603991
CAGL0F07491g	0.609311282	0.738597407	0.003476246	0.232744287	-0.524922129	0.409127705	0.392353722	0.099296271
CAGL0F07513g							0.177684494	0.197049056
CAGL0F07535g	0.783956989	0.565219114	-0.149127516	0.519827513	-0.085504038	0.134871419	1.485004185	0.181445726
CAGL0F07557g	-1.114429889				0.553681513	0.037118232	-0.119389838	0.069642212
CAGL0F07579g	0.459322364	0.447658082	-0.23447242	0.268940042	-0.878453533	0.253281883	-0.162794276	0
CAGL0F07601g	0.501050507	0.373659635	0.69425466	1.512445707	-0.676514521	0.401347023	-0.058313914	0.173194969
CAGL0F07623g			0.592199252		-0.214767166		0.03246399	0.190495296
CAGL0F07645g	0.092114413	0.670654902	0.845313162	0.273923709	0.65182462	0.00902981	-1.032861699	0.246271086
CAGL0F07667g			0.580810857		0.090543398	0.211734797	-0.175391764	0.311134041
CAGL0F07689g			0.510525466		0.127064312	0.050838771	0.172441969	0.288466367
CAGL0F07711g	-0.613001318	1.160485328	0.237192681	0.755372349	0.126829409	0.08283488	-0.51412051	0.103719642
CAGL0F07733g	0.485431354	0.519216779	-0.040095315	0.356246802	0.192135297	0.018384693	-0.155681132	0.305269034
CAGL0F07755g							-0.101777767	0.210737118
CAGL0F07777g					-0.289188909	0.071020262	0.519848411	0.211859151
CAGL0F07799g	-0.098489057	0.629267638	-0.36992638	0.061223583	-0.362673869	0.042015738	0.061964064	0.228226946
CAGL0F07821g	1.135217377	0.876481605	0.22917422	0.547303771	0.048446942	0.052897342	0.957400271	0.267022282
CAGL0F07843g	-0.157047986		0.691674569	0.284566365	0.210209011	0.208105431	0.052348137	0.351559567
CAGL0F07865g			1.211504237		0.408831943	1.737701043	0.068447254	0.410883416
CAGL0F07887g	0.032401821	0.340544495	-0.118134692	0.179017888	0.32214121	0.080473344	-0.078538629	0.337494078
CAGL0F07909g	-0.273136539	0.764125825	0.138474048	0.262095958	0.343366434	0.132707309	-0.560741805	0.35117368
CAGL0F07931g	0.141323475	0.770901193	0.51245141	0.195802779	-0.171538515	0.132676794	0.121268335	0.129317399
CAGL0F07953g	-0.723359475	0.434996533			-0.231710599	0.143642497		
CAGL0F07975g	0.850700623	0.196168544	-0.425556719	0.39405237	-0.226967046	0.842444016	0.515502782	0.487279335
CAGL0F07997g	-0.108055381	1.055341154	0.806092791	1.440464966	0.360905561	1.579515437	0.387185885	0.353151864
CAGL0F08019g					0.172017972	0.099068106	-0.112405504	0.178219216
CAGL0F08041g	-0.499061675	0.176568094	-0.46652201	0.035587955	-0.470465747	0.195455552	-0.72875756	0.659654185
CAGL0F08063g			0.122883035	0.571642337	-0.220487954	0.175111522	-0.128958415	
CAGL0F08085g	0.764287239	0.236786508	-0.117929518	0.316512664	0.123897834	1.193296946	0.16864223	0.237616218
CAGL0F08107g	0.439512399	0.273805012	0.172885903	0.449111506	-0.674688793	0.689522373	1.036558518	0.210000741
CAGL0F08129g	-0.973208195	0.014141275	0.799625556	0.309142263	1.212047441	0.037280397	-1.880689418	0.402014809
CAGL0F08151g	-0.53420016	1.665164936			0.20921789	0.009966255	-0.044728343	0.163231761
CAGL0F08173g					-0.140389492		0.420934269	0.448703658
CAGL0F08195g					1.248107862		-0.398798119	0.171009249
CAGL0F08217g			0.65398394	0.186044382			0.054656406	0.620486239
CAGL0F08239g	-0.11408061		0.081142065	0.415097776	0.255352718	0.106331119	0.540636081	0.123196881
CAGL0F08261g	-1.828798465		0.661307155		-0.107564708	1.829933692	0.334030153	0.443808534
CAGL0F08283g	-0.393448371		0.10780329		0.121137584	0.161267039	-0.104329223	0.157069948
CAGL0F08305g	0.517963413	0.782780966	-0.065190701		-0.314230096	0.177962256	0.653337693	0.146749863
CAGL0F08327g	-0.260879504	1.088612175	-0.140593337		0.749253947	0.309141813	-0.063923122	0.265647229
CAGL0F08371g	-0.341666464	0.759606571	0.210989806	0.795782428	0.2776728	0.452651237	0.199426984	0.289660723
CAGL0F08393g	-0.499951716	0.497983333	-0.605315563		0.118069796	0.038048036	0.408168524	0.124830434
CAGL0F08415g	-0.015918815	1.002859695	0.626146932	0.07834154	0.137794387	0.05185062	-0.133889107	0.25122098
CAGL0F08437g			0.742619874	0.461484143	0.612092555	1.569704257	0.205725561	0.252666385
CAGL0F08459g	-0.128702992	0.248015436	-0.15541609	0.063714135	-0.276856634	0.210406588	-0.134990318	0.51941465
CAGL0F08481g			-0.52510597		0.124884614	0.029454505	-0.131976383	0.353201817
CAGL0F08503g	0.311005668		0.327331186	0.618968403	-0.447863293	0.006741547	-0.120075038	0.268800923
CAGL0F08525g	-0.216390063	1.048715623	0.99275645	0.02380731	0.073669893	0.006048347	-0.972414777	0.07435468
CAGL0F08547g	0.086085067	0.564767941	0.124458971	0.391294176	-0.422603569	0.176050303	-0.525314611	0.221074102
CAGL0F08569g	-0.569570988	0.782954835	0.81438567	0.512045875	0.003161207	0.059902482	-0.316275039	0.371611735
CAGL0F08591g					-0.493390205		-0.347235149	0.331058349
CAGL0F08613g			0.101879746		0.292747479	0.003520105	-0.073426047	0.323766536
CAGL0F08635g	0.214395967	1.209228357	1.511297752		-0.144695316	0.068624021	-0.322434244	0.376477308
CAGL0F08657g			0.163807495		-0.258365742	0.203247114	0.205463149	0.333960783
CAGL0F08679g	0.053025771	0.309441464	0.725543638	1.119799705	0.041286815	0.069194932	0.108651194	0.258498385
CAGL0F08701g					0.317277451		-0.78902455	0.214472461
CAGL0F08723g			0.06214392	0.171355615	-0.324880278	0.018812435	-0.093836874	0.217326513
CAGL0F08745g			-0.382247564		-1.895977145	4.109816053	1.165609853	0.164932969
CAGL0F08767g	1.126781039	5.951090397	4.562134672	0.286246231	2.720297294	0.899161987	0.025834284	0.285106954
CAGL0F08789g	-0.44838763	1.092630032	0.324592644	0.317328585	0.408376989	1.214833242	0.142533964	0.294702744
CAGL0F08811g					0.333955893	0.060851303	0.186203943	0.193882546
CAGL0F08833g	0.185584618	0.501753115	0.263358567	0.317790731	-0.450821376	1.265031131	-0.191081305	0.137986001
CAGL0F08855g			0.744723163		0.099155467		0.127744078	0.271989375
CAGL0F08877g			0.574163293	0.138209411	0.506862205	1.033264014	0.440373617	0.094774167
CAGL0F08943g	-0.244884293	0.122997198	0.259662106		-0.500641126	0.01746708	0.233019437	0.175160087
CAGL0F08965g	0.49433753	0.224362915	0.152124693	0.274723127	0.177025862	0.166987159	0.128403517	0.235652756
CAGL0F08987g	0.260835986	0.344109091	0.205290443	0.299335281	-0.596153042	0.021290602	0.431598464	0.137936955
CAGL0F09009g			0.040430068	0.264025311	0.914856905		-0.261855189	0.140702954
CAGL0F09031g	0.131391749	0.568561053	0.068076158	0.33583565	-0.862094349	0.401010602	-0.284031609	0.152747906
CAGL0F09053g	0.368769837	0.982184094			0.390617565	0.336033303	-0.169435133	0.422796819
CAGL0F09075g	-1.005876995	0.203058039	-0.165432632	0.10785098	0.503679603	0.114895135	-0.197258415	0.494904568
CAGL0F09097g	-1.523430449		1.994305531	0.661223325	0.912706045	1.610132813	0.556385941	0.321920381
CAGL0F09119g	-0.172819053	0.677331386	-0.127079668	0.150582466	-0.344378038		-0.294380533	0.162756925
CAGL0F09141g							0.223163862	0.332072181
CAGL0F09163g	0.554516277	1.016554695	0.46293423	0.105680567	0.523185064	0.09581031	0.574264377	0.248888179
CAGL0F09185g			0.41464879		-0.692620526	0.082854524	0.842730059	0.151924095
CAGL0F09207g	0.549112803	0.4214442	-0.484689078	0.451360283	-0.877906614	0.441463909	1.481327556	0.27840315
CAGL0F09229g	-0.58363108	0.642368225	-0.551248854	0.611335272	0.156425624	0.083714632	0.221449694	0.247155965
CAGL0F09251g			-0.112915637	0.19881509			-0.222346042	0.431311067
CAGL0F09273g			1.105957175		-0.597578184	0.430648089	-0.681514506	0.134947312
CAGL0G00110g	0.371081817	0.27744022	-0.143837341	0.293791177	0.127813628		0.249046804	0.569796348
CAGL0G00132g					0.02822316			
CAGL0G00154g	-0.320687023	0.578218529	0.154251876	0.302459296	0.069648183	0.470821282	-1.207095731	0.067011763
CAGL0G00176g	0.335422059	0.487073852	0.300736953	0.715868763	-0.161173608	0.502403678	0.01824416	0.174517833
CAGL0G00198g					0.079474675	2.336979305	-0.24809441	0.277918289
CAGL0G00220g	-0.073395581	0.208975588	-0.318127756	0.283809496	-0.424361626	0.355848671	-0.101245922	0.302903986
CAGL0G00242g	1.054326922	1.500615998	-0.548435323	0.183043264	0.466783036	0.167593823	0.467012169	0.433320132
CAGL0G00264g	-0.420322781	0.45668462	0.588674411	0.128832938	0.989060938	0.03194147	-1.112384062	0.093840016
CAGL0G00286g	-0.307317215	0.345116837	0.193089522	0.277359345	-0.079114169	0.18497926	0.064536988	0.293721834
CAGL0G00330g					1.900158327		-0.36558999	0.169477469
CAGL0G00352g			0.201225369	0.288649439	-0.256755492	1.171315936	0.06788302	0.08089343
CAGL0G00374g	-0.312976494		-0.005490916	0.329348669	0.140644521	0.032312328	0.046054294	0.110896599
CAGL0G00396g			0.511616351		-0.13460478	0.094235011	-0.171315131	0.101242006
CAGL0G00418g					0.475552861	0.071921385	-0.163979251	0.407913413
CAGL0G00440g	0.068951161	0.141888894	-0.156173078	0.158940477	0.057524271	0.344425767	-0.585484295	0.130097868
CAGL0G00462g							-0.042176793	
CAGL0G00484g	-0.288175559	0.660679044	1.392218407	0.181570545	0.773265546	0.007858252	-0.907579072	0.214422855
CAGL0G00506g	-0.555999685	0.560544862	-0.697736451	0.466787279	0.347056392	0.095764719	-0.26155747	0.367587139
CAGL0G00528g	-0.440469397	0.010656347	-0.190646774	0.089909989	-0.00167721	0.002870285	-0.182095763	0.105135772
CAGL0G00550g	-0.347565189	1.420540651	-0.291957775	0.352431314	-0.315133804	1.071454749	0.94908099	0.139075546
CAGL0G00594g	0.113619933	0.438763487	-0.151645194	0.215439809	-0.228997982	0.650003684	-0.088150321	0.278085395
CAGL0G00660g	-0.817498626	1.097478253	0.403305666	0.310637607	-0.062351982	0.02917198	-0.605566667	0.213943945
CAGL0G00682g	-0.214592052	1.222361707	0.443988195	0.128908905	-0.270581017	0.033827134	-0.335539302	0.140101645
CAGL0G00704g	-0.940638722	1.28320892	0.407988482	1.013995045	0.470756941		0.020134942	0.235900533
CAGL0G00726g	0.107050734	0.532947923	-0.489243218	0.400156195	-0.151943123	0.978612296	0.15321654	0.240962697
CAGL0G00748g	-0.113862653	0.113016088	0.723608113	0.457756964	-0.019240121	1.751410461	0.015568695	0.181124108
CAGL0G00792g							-0.38328236	0.117580532
CAGL0G00814g	-0.28274385	0.265676072	-0.273687674	0.418553667	-0.104847983	0.174777552	-0.279722566	0.100565347
